"";"Format";"Themen";"Links";"Autor";"Laenge";"Datum"
"11";"Mittag";"EKD-Ratsvorsitzende unter DruckKurschus-Statement /  Habeck - Karlsruher Urteil hat massive Folgen für deutsche Industrie / Bei den Westen nichts Neues? Fünf Jahre nach den Gilets Jaunes";"https://www.sr-mediathek.de/index.php?seite=7&id=33055&pnr=&tbl=pf";"Isabelle Tentrup";29M 54S;2023-11-20
"12";"Mittag";"Bundesparteitag Die Linke - Neuanfang nach Sahra Wagenknecht / SPD-Parteitag mit Neuwahl Generalsekretär / Lage in Israel/Gaza / Interview der Woche mit Monika Schnitzer, Vorsitzende der Wirtschaftsweisen";"https://www.sr-mediathek.de/index.php?seite=7&id=33041&pnr=&tbl=pf";"Katrin Aue";30M 0S;2023-11-18
"13";"Mittag";"Umstrittener Erdogan-Besuch, Leiter der Heinrich-Böll-Stiftung in Istanbul / Bereinigungssitzung Haushaltsausschuss / Bundesparteitag Linke nach Fraktionsauflösung / Luxemburg hat eine neue Regierung";"https://www.sr-mediathek.de/index.php?seite=7&id=33025&pnr=&tbl=pf";"Florian Mayer";29M 50S;2023-11-17
"14";"Mittag";"Bahnstreik / Haushaltsbereinigung für den Etat 2024 / Gaza-Streifen / Nahost-Resolution der UN / Treffen Biden/Xi / EU-Kommission überprüft Amazon / Siemens";"https://www.sr-mediathek.de/index.php?seite=7&id=33005&pnr=&tbl=pf";"Stephan Deppen";30M 2S;2023-11-16
"15";"Mittag";"Lage in Gaza / Kein Geld für Klima statt CoronaKarlsruhe stoppt Umwidmung von Coronageldern / Karlsruhe und die verschobenen 60 Milliarden / Klimafonds-Klage der Unionsfraktion / Fachkräftemangel im Saarland";"https://www.sr-mediathek.de/index.php?seite=7&id=32985&pnr=&tbl=pf";"Stephan Deppen";30M 13S;2023-11-15
"16";"Mittag";"Wie weiter mit der Linken, Interview mit Prof. Stephan Lessenich, Direktor des Instituts für Sozialforschung an Goethe-Universität Frankfurt am Main / Die neue Boombranche der Türkei: Rüstungsindustrie.";"https://www.sr-mediathek.de/index.php?seite=7&id=32972&pnr=&tbl=pf";"Stephan Deppen";30M 1S;2023-11-14
"17";"Mittag";"Update Nahost-Krieg / Großbrittaniens Regierungsumbildung / Bürgergeld wird um weitere Milliarde teurer / Warnstreiks im öffentlichen Dienst / Konferenz in Kenia zu Plastikmüll";"https://www.sr-mediathek.de/index.php?seite=7&id=32961&pnr=&tbl=pf";"Florian Mayer";29M 15S;2023-11-13
"18";"Mittag";"Und wieder droht der Shutdown  doch die Republikaner haben keine Idee /  Düstere Szenarien: Gipfeltreffen in Riad, Nasrallah-Rede in Beirut  / Interv.d.Woche mit Martin Shcirdewan, Co-Vorsitzender der Linken";"https://www.sr-mediathek.de/index.php?seite=7&id=32947&pnr=&tbl=pf";"Janek Böffel";30M 10S;2023-11-11
"19";"Mittag";"Pogromnnacht: Gedenken in Saarbrücken vom Abend / Kommentar: Schutz jüdischen Lebens in Deutschland /    Antisemitismus in Frankreich";"https://www.sr-mediathek.de/index.php?seite=7&id=32928&pnr=&tbl=pf";"Katrin Aue";29M 54S;2023-11-10
"20";"Mittag";"Bundestag erinnert an Reichspogromnacht / Lage in Israel/Gaza / EU diskutiert über neue Schuldenregeln / Polen: Wie lässt sich Rechtsstaatlichkeit wiederherstellen? / Koalitionsausschuss abgesagt: FDP in der Ampel";"https://www.sr-mediathek.de/index.php?seite=7&id=32909&pnr=&tbl=pf";"Isabelle Tentrup";30M 3S;2023-11-09
"21";"Mittag";"Lage Gaza/Israel / Humanitäre Pausen und Korridore für Gaza / G7-Treffen in Tokio / Kommentar Windpakt /  Mehr ist trotzdem zu wenig - Mindestlohn für Textilarbeiterinnen in Bangladesch wird erhöht";"https://www.sr-mediathek.de/index.php?seite=7&id=32893&pnr=&tbl=pf";"Katrin Aue";29M 59S;2023-11-08
"22";"Mittag";"Nach dem Bund-Länder-Treffen / Saar-Reaktionen auf MPK-Beschlüsse / Deutschlandticket zwischen Lob und Tadel / Ein Monat neuer Krieg in Nahost / Schulze gibt Geld für Palästinenser wieder frei / Städtepartnerschaft Saarland-Lwiw";"https://www.sr-mediathek.de/index.php?seite=7&id=32882&pnr=&tbl=pf";"Florian Mayer";29M 58S;2023-11-07
"23";"Mittag";"Flüchtlingspolitik von Bund und Ländern Ministerpräsident*Innen beraten erst unter sich / Interview  Prof. Roland Rixecker, Antisemitismusbeauftragter des Saarlandes zu Palästinenserdemos / Lage Israel / Gaza";"https://www.sr-mediathek.de/index.php?seite=7&id=32869&pnr=&tbl=pf";"Peter Weitzmann";26M 54S;2023-11-06
"24";"Mittag";" Nach Nasrallahs Rede im Libanon: Zieht die Hisbollah in denKrieg? / Streit im Kongress  was wird aus der Israel-Hilfe der USA?/ KfW-Studienkredite  SPD-Fraktion fordert Rücknahme der Zinserhöhung.";"https://www.sr-mediathek.de/index.php?seite=7&id=32850&pnr=&tbl=pf";"Florian Mayer";30M 0S;2023-11-04
"25";"Mittag";"Update Israel und Gaza-Streifen / Faeser verkündet Betätigungsverbot für Hamas / Russische Kriegsgefangene in der Ukraine / Jahrhundertspiel des FCS";"https://www.sr-mediathek.de/index.php?seite=7&id=32814&pnr=&tbl=pf";"Florian Mayer";29M 56S;2023-11-02
"26";"Mittag";"Lage Israel/Gaza / Strompreishilfen, Steuer-Entlastung, schneller Ausbau der Wasserstoff-Technologie / Regionale Steuerschätzung / Kommentar zum Ludwigspark";"https://www.sr-mediathek.de/index.php?seite=7&id=32800&pnr=&tbl=pf";"Peter Weitzmann";30M 1S;2023-10-31
"27";"Mittag";"Aktuelle Lage Gazastreifen / 20 Verletzte nach antisemitischen Angriffen auf israelisches Flugzeug in Dagestan / Migrationsabkommen - Ist Marokko der bessere Partner? / Acapulco nach Hurrikan Otis: Wir müssen komplett neu anfangen";"https://www.sr-mediathek.de/index.php?seite=7&id=32786&pnr=&tbl=pf";"Peter Weitzmann";30M 0S;2023-10-30
"28";"Mittag";"Lage Israel/Gazastreifen/Westjordanland / Bestätigt: Mutmaßlicher Todesschütze von Maine tot aufgefunden /  Antarktis-Schutzgebiete wieder nicht beschlossen / IdW mit Tobias Schunk Flüchtlingsrat.";"https://www.sr-mediathek.de/index.php?seite=7&id=32769&pnr=&tbl=pf";"Peter Weitzmann";29M 59S;2023-10-28
"29";"Mittag";"SPD ehrt Schröder für 60 Jahre Mitgliedschaft / Zweiter Tag EU-Gipfel Brüssel / Todesschütze aus Maine weiter auf der Flucht / Ein Jahr Twitter oder X unter Elon Musk.";"https://www.sr-mediathek.de/index.php?seite=7&id=32754&pnr=&tbl=pf";"Peter Weitzmann";29M 58S;2023-10-27
"30";"Mittag";"Aktuelle Lage Gaza/Israel, EU-Gipfel: zwei Kriege sorgen für schwierige Positionssuche, Wie Biden Druck auf Israel ausübt, Ampel kürzt Mittel für Projekte Wohlfahrtsverbände";"https://www.sr-mediathek.de/index.php?seite=7&id=32734&pnr=&tbl=pf";"Isabelle Tentrup";30M 6S;2023-10-26
"31";"Mittag";"Aktuelle Lage in Gaza und Israel / Umstrittene Guterrez-Äußerungen - Eklat im UN-Sicherheitsrat / Kabinett: Faeser bringt umfassendes Gesetzespaket für mehr und schnellere Rückführungen ein / Frachterkollision in der Nordsee";"https://www.sr-mediathek.de/index.php?seite=7&id=32721&pnr=&tbl=pf";"Peter Weitzmann";29M 57S;2023-10-25
"32";"Mittag";"Schiffskollision vor HelgolandMehrere Menschen vermisst / Bahnhöfe. Brücken. Kindergärten. Kläranlagen. Ein Überblick der Zerstörung / Das Pflegedesaster - Die Pflegebedürftigen im Heim.";"https://www.sr-mediathek.de/index.php?seite=7&id=32701&pnr=&tbl=pf";"Peter Weitzmann";29M 40S;2023-10-24
"33";"Mittag";"Israel/Gaza - aktuelle Lage / EU-Außenministertreffen in Luxemburg  / Vorstufe zur Gründung einer neuen Partei? - Bündnis Sarah Wagenknecht / Das Pflegedesaster - Pflegebedürtige zu Hause / Parlamentswahlen in der Schweiz";"https://www.sr-mediathek.de/index.php?seite=7&id=32685&pnr=&tbl=pf";"Peter Weitzmann";29M 59S;2023-10-23
"34";"Mittag";"Gaza-Israel-Update: Zwei Geiseln freigelassen / Geburtshilfe in SHG-Klinik Merzig wird wohl geschlossen / Sturmflut und Hochwasser im Norden un das Interview der Woche mit Josef Schuster, Zentralrat der Juden";"https://www.sr-mediathek.de/index.php?seite=7&id=32671&pnr=&tbl=pf";"Katrin Aue";30M 9S;2023-10-21
"35";"Mittag";"Aktuelle Lage Israel / Biden kündigt neue Milliardenhilfen für Israel und Ukraine an / Ergebniss des EU-Innenministertreffens / Stahl-Aktionstag im Saarland";"https://www.sr-mediathek.de/index.php?seite=7&id=32657&pnr=&tbl=pf";"Katrin Aue";30M 2S;2023-10-20
"36";"Mittag";"Regierungserklärung Scholz zu Nahost und EU-Gipfel / Aktuelle Lage in Nahost / Berlin: Zweite Krawallnacht in Folge / Interview Volker Rachold, Meeresforscher";"https://www.sr-mediathek.de/index.php?seite=7&id=32635&pnr=&tbl=pf";"Peter Weitzmann";30M 0S;2023-10-19
"37";"Mittag";"Nach Krankenhaus-Beschuss in GazaLage in Israel/Gaza / BerlinAusschreitungen bei pro-palästinensischen Demonstrationen / SHG-Klinikum Merzig vor großen Umstrukturierungen.";"https://www.sr-mediathek.de/index.php?seite=7&id=32623&pnr=&tbl=pf";"Katrin Aue";30M 2S;2023-10-18
"38";"Mittag";"Terror in Brüssel: Mutmaßlicher Täter offenbar neutralisiert / Polen nach der Wahl - Endergebnis liegt vor / Teure KrediteZinskosten für den Bundeshaushalt stark gestiegen / Saarländischer Haushalt verabschiedet.";"https://www.sr-mediathek.de/index.php?seite=7&id=32607&pnr=&tbl=pf";"Isabelle Tentrup";29M 56S;2023-10-17
"39";"Mittag";"Antisemitismus in Deutschland  / Polen nach der Wahl / Hilfe für Erdbebenopfer in Afghanistan";"https://www.sr-mediathek.de/index.php?seite=7&id=32597&pnr=&tbl=pf";"Staphan Deppen";29M 50S;2023-10-16
"40";"Mittag";"Lage in Israel und Gaza / Migrationstreffen im Kanzleramt / Vor der Polen-Wahl / Interview der Woche mit Michael Hüther, Institut der deutschen Wirtschaft Köln";"https://www.sr-mediathek.de/index.php?seite=7&id=32582&pnr=&tbl=pf";"Peter Weitzmann";30M 1S;2023-10-14
"41";"Mittag";"Lage in Israel / Gaza / Migrationsdebatte vor dem Treffen im Kanzleramt / 1. Lesung ""Wachstumschancengesetz"" / Recherche zu Mietkosten der Saar-Ministerien / Vor dem Westbalkangipfel: Stimmung im Nordkosovo";"https://www.sr-mediathek.de/index.php?seite=7&id=32566&pnr=&tbl=pf";"Peter Weitzmann";30M 2S;2023-10-13
"42";"Mittag";"Regierungserklärung Scholz zu Israel / Heikler Besuch: Emir von Katar zu Gast in Berlin / Afghanistan: Inter. mit Cordula Wasser, Leiterin der Asienabteilung von Malteser International .";"https://www.sr-mediathek.de/index.php?seite=7&id=32543&pnr=&tbl=pf";"Peter Weitzmann";30M 7S;2023-10-12
"43";"Mittag";"Deutsche Reaktionen zu Israel / Erneutes Erdbeben in Afghanistan / Pistorius stellt Einzelheiten für Litauen-Stationierung vor / Mitbestimmungsmesse in Saarbrücken.";"https://www.sr-mediathek.de/index.php?seite=7&id=32515&pnr=&tbl=pf";"Katrin Aue";29M 38S;2023-10-11
"44";"Mittag";"Todesstrafe: Kein Land richtet mehr Menschen hin als China / Pro-Palästina-Demo in Duisburg / Knapp 7 Jahre Haft: Urteil im Yeboah-Prozess - Angemessen? / Razzia im Umfeld ""Vereinte Patrioten"".";"https://www.sr-mediathek.de/index.php?seite=7&id=32499&pnr=&tbl=pf";"Katrin Aue";29M 56S;2023-10-10
"45";"Mittag";"Fast 7 Jahre Haft - Urteil im Yeboah-Prozess / Lage in Nahost / Solidarität mit Israel in Berlin / Nach der Wahl in Bayern / Koalitionsüberlegungen nach der Wahl in Hessen / Vermisster Mathis tot in der Saar aufgefunden";"https://www.sr-mediathek.de/index.php?seite=7&id=32487&pnr=&tbl=pf";"Katrin Aue";29M 59S;2023-10-09
"46";"Mittag";"Angebot Hessen-Wahl / Hamas greift großflächig Israel an / Steinmeier bei Biden / Interview der Woche mit Petra Pau.";"https://www.sr-mediathek.de/index.php?seite=7&id=32472&pnr=&tbl=pf";"Katrin Aue";29M 33S;2023-10-07
"47";"Mittag";"Stimmung in der Bundespolitik vor den LTW / Nun doch: Biden baut Mauer zu Mexiko / Friedensnobelpreis geht an Narges Mohammadi, INT Gilda Sahebi / 50 Jahre Jom-Kippur-Krieg.";"https://www.sr-mediathek.de/index.php?seite=7&id=32456&pnr=&tbl=pf";"Jochem Marmit";30M 6S;2023-10-06
"48";"Mittag";"Ford vor der Betriebsversammlung / Gipfeltreffen der Europäischen Politischen / Vor der Hessen-Wahl: Bilanz der schwarz-grünen Koalition / Matt Gaetz und das Chaos im Kongress / Millionengeschäft mit der Abnehm-Spritze";"https://www.sr-mediathek.de/index.php?seite=7&id=32434&pnr=&tbl=pf";"Jochen Marmit";30M 1S;2023-10-05
"49";"Mittag";"McCarthy in historischem Votum abgewählt  auch Zukunft der Ukraine-Hilfe unklar / Migrationsdebatte in Deutschland geht weiter / Wie weit ist die Wärmeplanung in den Kommunen des Saarlandes? / Suche nach verschwundenem Jungen in Saarbrücken";"https://www.sr-mediathek.de/index.php?seite=7&id=32421&pnr=&tbl=pf";"Isabelle Tentrup";30M 3S;2023-10-04
"50";"Mittag";"Treffen der EU-Außenminister in der Ukraine / USA-Shutdown abgewendet - Ukraine-Hilfen gestoppt / Nach dem Anschlag in Ankara: Reaktion der Türkei / Wenn der Hausarzt streikt: Mal wieder ein Protesttag im Gesundheitswesen";"https://www.sr-mediathek.de/index.php?seite=7&id=32407&pnr=&tbl=pf";"Florian Mayer";29M 44S;2023-10-02
"51";"Mittag";" Die Zeit läuft ab: Im Haushaltsstreit ist weiter keine Lösung in Sicht /  Liberalismus oder Populismus: Die Slowakei wählt / Nach zweitem Wahlgang Feijóo / Interview der Woche mit Olaf Scholz";"https://www.sr-mediathek.de/index.php?seite=7&id=32392&pnr=&tbl=pf";"Peter Weitzmann";29M 59S;2023-09-30
"52";"Mittag";"Abschluss Aktion Stahlindustrie zu Industriestrom / Der politische Streit um den Industriestrompreis / Versorgung von kranken Kindern - Was will die Landesregierung tun und Schießereien, Tote, Angst: Studentenstadt Uppsala Mittelpunkt von Bandenkrieg";"https://www.sr-mediathek.de/index.php?seite=7&id=32369&pnr=&tbl=pf";"Peter Weitzmann";29M 59S;2023-09-29
"53";"Mittag";"Deutscher Pflegetag /  Berg-Karabach: Regierung beschliesst Selbstauflösung aller Behörden / Reform der EU-Asyl-Politik / Deutsche Wirtschaft schrumpft / China-Strategie der Bundesregierung / SVolt legt Bebauungsplan vor";"https://www.sr-mediathek.de/index.php?seite=7&id=32352&pnr=&tbl=pf";"Isabelle Tentrup";30M 29S;2023-09-28
"54";"Mittag";"Kindergrundsicherung im Kabinett / Bundesweite Razzia und Verbot des Vereins Artgemeinschaft / Klimaklagen von portugiesischen Jugendlichen / Krise in Berg-Karabach / Streik bei den Big Three der US-Autoindustrie";"https://www.sr-mediathek.de/index.php?seite=7&id=32335&pnr=&tbl=pf";"Peter Weitzmann";29M 52S;2023-09-27
"55";"Mittag";"Berg-Karabach: Treibstofflager explodiert, über 200 Verletzte und viele Todesopfer / NetzentgelteWenn Windkraft den Strom teuerer macht /  9. Jahrestag des Verschwindens der 43 StudentenVertuschung statt Aufklärung.";"https://www.sr-mediathek.de/index.php?seite=7&id=32323&pnr=&tbl=pf";"Katrin Aue";29M 57S;2023-09-26
"56";"Mittag";"Baugipfel beim Kanzler - Kein Milliardenkonjunkturpaket sagt Geywitz / Debatte um Grenzkontrollen - Deutschlands Gemeinden am Limit / OB-Stichwahl in Nordhausen - Kein weiteres kommunales Spitzenamt für die AfD";"https://www.sr-mediathek.de/index.php?seite=7&id=32312&pnr=&tbl=pf";"Florian Mayer";29M 58S;2023-09-25
"57";"Mittag";"CSU-Parteitag in München / Werben um Waffenlieferungen: Selenskyjs überraschender Zwischenstopp in Kanada / Bundesweite BildungsprotesteWas wird gefordert? und das Interview der Woche mit mit Grünen-Chefin Ricarda Lang";"https://www.sr-mediathek.de/index.php?seite=7&id=32297&pnr=&tbl=pf";"Isabelle Tentrup";30M 27S;2023-09-23
"58";"Mittag";"Migrations-Antrag der Union im Bundestag / Wasserstoff-Strategie der BuReg im Bundestag / Bröckelt Hilfe? Selenskij zu Gast in Washington und Bergkarabach Thema im Sicherheitsrat";"https://www.sr-mediathek.de/index.php?seite=7&id=32274&pnr=&tbl=pf";"Florian Mayer";30M 5S;2023-09-22
"59";"Mittag";"Mitte-Studie der Friedrich Ebert Stiftung / Kommunen an ihren Grenzen - Steinmeier zu Migration / Bundestag debattiert 1 Jahr Amini / Aktuelle Lage Bergkarabach / Selenskyj und Lawrow umgehen sich bei UN Versammlung";"https://www.sr-mediathek.de/index.php?seite=7&id=32257&pnr=&tbl=pf";"Katrin Aue";29M 15S;2023-09-21
"60";"Mittag";"UN-Generaldebatte / Feuerpause in Berg-Karabach / Keine Baugenehmigungen  Widerstand der Drusen in Israel / Nun also doch: Faeser stellt sich dem Innenausschuss / Landtag - erste Sitzung nach der Sommerpause";"https://www.sr-mediathek.de/index.php?seite=7&id=32243&pnr=&tbl=pf";"Katrin Aue";29M 59S;2023-09-20
"61";"Mittag";"Ramstein-Kontaktgruppe tagt / Gedenkstunde Yeboah in Saarlouis / Alfamobil in Saarbrücken / Stimmungsumschwung in den USA zur Ukraine-Hilfe.";"https://www.sr-mediathek.de/index.php?seite=7&id=32231&pnr=&tbl=pf";"Florian Mayer";30M 10S;2023-09-19
"62";"Mittag";"Diskussion über Migrationspolitik / Lawrow empfängt Chinas Außenminister in Moskau / Debatte über kirchliches Arbeitsrecht / UN-Gipfel zu Nachhaltigen Entwicklungszielen.";"https://www.sr-mediathek.de/index.php?seite=7&id=32217&pnr=&tbl=pf";"Katrin Aue";29M 52S;2023-09-18
"63";"Mittag";"Nach der Flut in Libyen - Sorge vor Infektionskrankheiten / Oskar Lafontaine wird 80 /  Angespannte Ruhe im Iran";"https://www.sr-mediathek.de/index.php?seite=7&id=32203&pnr=&tbl=pf";"Böffel, Janek";30M 2S;2023-09-16
"64";"Mittag";"Ende der Brandmauer in Thüringen? / Faeser will Schutzstatus für Ukraine Flüchtlinge verlängern / Polen fordert weiter Einfuhrverbot für ukrainisches Getreide / Hunderttausende in Libyen in Not";"https://www.sr-mediathek.de/index.php?seite=7&id=32185&pnr=&tbl=pf";"Florian Mayer";29M 57S;2023-09-15
"65";"Mittag";"Lauterbachs Initiative gegen Medikamentenknappheit / Nach dem Erdbeben in Marokko: Tausende traumatisierte Kinder / Biden unter Druck: wie der US-Präsident versucht, Vorwürfe abzuwehren.";"https://www.sr-mediathek.de/index.php?seite=7&id=32155&pnr=&tbl=pf";"Florian Mayer";29M 58S;2023-09-14
"66";"Mittag";"Waffendeals und neue Allianzen?Treffen von Putin mit Kim Jong Un  / Von-der-Leyen-Rede zur Lage der EU /  Marokko: Ein Feldlazarett für Erdbebenopfer / Nach 2:1- Sieg Deutschland gegen FrankreichBundestrainerdebattte.";"https://www.sr-mediathek.de/index.php?seite=7&id=32146&pnr=&tbl=pf";"Peter Weitzmann";30M 0S;2023-09-13
"67";"Mittag";"Erdbeben-Lage in Marokko  / Waldbrände, Überschwemmungen, Hitzewellen: Wie kann die EU die Bürgerinnen und Bürger besser schützen? / Höhlenforscher in Türkei gerettet.";"https://www.sr-mediathek.de/index.php?seite=7&id=32133&pnr=&tbl=pf";"Isabelle Tentrup";29M 55S;2023-09-12
"68";"Mittag";" Zufriedenheit im Kreml-Lager nach Regional- und Kommunalwahlen in Russland / Marinemanöver Northern Coast startet / Außenministerin Baerbock in der Ukraine";"https://www.sr-mediathek.de/index.php?seite=7&id=32116&pnr=&tbl=pf";"Florian Mayer";29M 48S;2023-09-11
"69";"Mittag";"Nach schwerem ErdbebenHunderte Tote und Verletzte in Marokko / Auf den letzten DrückerKongresshalle für DRP fit / IdW mit Ralph Tiesler, Bundesamt für Bevölkerungsschutz und Katastrophenhilfe .";"https://www.sr-mediathek.de/index.php?seite=7&id=32100&pnr=&tbl=pf";"Peter Weitzmann";30M 30S;2023-09-09
"70";"Mittag";"Jetzt aber wirklich  Bundestag soll Heizungsgesetz verabschieden / KI versus Feuer: Brandbekämpfung in Kalifornien setzt auf Künstliche Intelligenz / Ehrenamtspreis für Jüdisches Leben in Deutschland / Unwetter Griechenland.";"https://www.sr-mediathek.de/index.php?seite=7&id=32083&pnr=&tbl=pf";"Stephan Deppen";29M 56S;2023-09-08
"71";"Mittag";"Bundestag Haushaltswoche Etat Wirtschaft / Cum-Ex-Skandal: Union will in Karlsruhe klagen / Sondersitzung bayr. Landtag zu Flugblatt-Affäre und Vor G20-Gipfel: Indien als Stimme des Globalen Südens";"https://www.sr-mediathek.de/index.php?seite=7&id=32065&pnr=&tbl=pf";"Stephan Deppen";30M 11S;2023-09-07
"72";"Mittag";"Generaldebatte im Bundestag zum Haushalt / Corona-Ausschuss / Blinken in Kiew eingetroffen / Drei Monate nach der Staudamm-Katastrophe in der Ukraine / Spanischer Fußballverband setzt auf Neuanfang";"https://www.sr-mediathek.de/index.php?seite=7&id=32053&pnr=&tbl=pf";"Peter Weitzmann";30M 1S;2023-09-06
"73";"Mittag";"Auftakt der Haushaltswoche / Bundesarbeitsminister Heil will Künstliche Intelligenz in Arbeitswelt fördern und gestalten /  Streubomben-Monitor 2023 / Klimagipfel in Nairobi / Auftakt IAA München / Traurige Realität im spanischen Erdbeer-Anbau";"https://www.sr-mediathek.de/index.php?seite=7&id=32037&pnr=&tbl=pf";"Peter Weitzmann";30M 3S;2023-09-05
"74";"Mittag";"Selenskyj entlässt ukrainischen Verteidigungsminister /  Altersheim Senat? USA diskutieren wieder über Altersgrenze für Politiker / Afrikanischer KlimagipfelKenia - Vorreiter mit Schwächen.";"https://www.sr-mediathek.de/index.php?seite=7&id=32023&pnr=&tbl=pf";"Peter Weitzmann";30M 4S;2023-09-04
"75";"Mittag";"Aiwanger hat Fragen beantwortet .Jetzt liegt der Ball bei Söder / Kommentar zum Abaya-Verbot an französischen Schulen / Fall RubialesSportgericht sieht schweres Fehlverhalten";"https://www.sr-mediathek.de/index.php?seite=7&id=32009&pnr=&tbl=pf";"Peter Weitzmann";30M 0S;2023-09-02
"76";"Mittag";"Ukraine-Geflüchtete: Wie klappt die Integration auf dem Arbeitsmarkt? / Rentenreform in Frankreich in Kraft / Papst Franziskus in der Mongolei / IFA beginnt in Berlin.";"https://www.sr-mediathek.de/index.php?seite=7&id=31990&pnr=&tbl=pf";"Peter Weitzmann";29M 58S;2023-09-01
"77";"Mittag";"Mehr als 70 Tote durch Feuer in Johannesburg / Armin König dankt ab - heute Verabschiedung - Portrait / Niger-Sanktionen und Ukraine-Hilfe: EU-Außenminister beraten in Toledo.";"https://www.sr-mediathek.de/index.php?seite=7&id=31971&pnr=&tbl=pf";"Katrin Aue";30M 0S;2023-08-31
"78";"Mittag";"Massive Drohnenangriffe in der Nacht auf Russland / Militär verkündet Machtübernahme in Gabun / Waldbrände in Kanada: Haus in Schutt und Asche - wie weiter? / Rubiales Skandal  Spanien hat genug vom Machismus.";"https://www.sr-mediathek.de/index.php?seite=7&id=31959&pnr=&tbl=pf";"Jochem Marmit";30M 1S;2023-08-30
"79";"Mittag";"Kabinettsklausur Meseberg - Auftakt / Was tut der Staat für Bedürftige? / Warum es so viele freie Landarztpraxen im Saarland gibt  und Kreisstädte im Saarland und ihre (un)gelösten Probleme - Saarbrücken";"https://www.sr-mediathek.de/index.php?seite=7&id=31947&pnr=&tbl=pf";"Katrin Aue";30M 3S;2023-08-29
"80";"Mittag";"Messerattacke Karlsbrunn / Söder bestellt Aiwanger zu Sonder-Koalitionsausschuss ein /  Frankreich will Tragen von Abayas in Schulen untersagen.";"https://www.sr-mediathek.de/index.php?seite=7&id=31930&pnr=&tbl=pf";"Katrin Aue";29M 39S;2023-08-28
