"";"Format";"Themen";"Links";"Autor";"Laenge";"Datum"
"142";"Mittag";"Probleme bei den Impfungen in Deutschland / Wie schlimm ist der Ausfall von Johnson und Johnson? Dazu Dr. Dirk Jesinghaus, Leiter Impfzentrum Neunkirchen / Wann springt die Ampel im Saarland auf rot?";"https://www.sr-mediathek.de/index.php?seite=7&id=20191&pnr=&tbl=pf";"Isabelle Tentrup";31M 1S;2021-04-14
"143";"Mittag";"Infektionsschutzgesetz vom Kabinett auf den Weg gebracht / Weiter Diskussion um Unionskanzlerkandidaten / Hannover Messe digital / Ostukraine: Der Ton wird schärfer";"https://www.sr-mediathek.de/index.php?seite=7&id=20181&pnr=&tbl=pf";"Karin Mayer";30M 1S;2021-04-13
"144";"Mittag";"Klinikbeschäftigte fordern am Bedarf orientierte Personalausstattung / Unionsgremien beraten über Kanzlerkandidatur / Corona-Ampel im Saarland auf Gelb / Kommentar zum AfD-Bundesparteitag";"https://www.sr-mediathek.de/index.php?seite=7&id=20160&pnr=&tbl=pf";"Isabelle Tentrup";29M 59S;2021-04-12
"145";"Mittag";" AfD-Bundesparteitag in Dresden / Kanzlerfrage im Blick: Vor der Unionsfraktionsklausur / Äthiopien: Neue Fluchtwelle in Tigray /  Interview der Woche mit Bodo Busse, Intendant des Saarländischen Staatstheaters";"https://www.sr-mediathek.de/index.php?seite=7&id=20145&pnr=&tbl=pf";"Peter Weitzmann";30M 1S;2021-04-10
"146";"Mittag";"Spahn und Wieler zur Corona-Lage / Achte Nacht in Folge Krawalle in Nordirland / 100 Tage vollständiger Brexit: Schlechte Stimmung zwischen Brüssel und London / Kommentar - Ostukraine: Klartext gefordert. Russland ist der Aggressor";"https://www.sr-mediathek.de/index.php?seite=7&id=20127&pnr=&tbl=pf";"Jochen Marmit";29M 30S;2021-04-09
"147";"Mittag";"Kompetenzen für den Bund im Corona-Management? / Bayern will Sputnik V bestellen: Reaktionen BMG / Sechs Monate U-Ausschuss WireCard / Brexit, Covid, alte Wunden: Neue Gewalt in Nordirland";"https://www.sr-mediathek.de/index.php?seite=7&id=20107&pnr=&tbl=pf";"Jochen Marmit";30M 2S;2021-04-08
"148";"Mittag";"Corona-Debatte - aktueller Stand / Weltbank-Bericht zu Folgen der Pandemie / Amnesty-Bericht zur Menschenrechtslage / Naturnahe Waldwirtschaft im Saarland";"https://www.sr-mediathek.de/index.php?seite=7&id=20096&pnr=&tbl=pf";"Peter Weitzmann";30M 0S;2021-04-07
"149";"Mittag";"Bundespräsident Steinmeier warnt vor Schwarzmalerei / Washington - Anschlag auf Polizei am Capitol / Interview der Woche  mit Wolfgang Müller-Wind, Help Myanmar e.V.";"https://www.sr-mediathek.de/index.php?seite=7&id=20063&pnr=&tbl=pf";"Peter Weitzmann";30M 1S;2021-04-03
"150";"Mittag";"Vor dem Start der neuen Phase in der Impfkampagne - Spahn und Experten informieren / Schönes Wetter lässt Corona-Abstände vergessen. Eindrücke vom Staden / Straßen, Brücken, E-Mobilität - Joe Bidens großer Wurf, aber ihn umzusetzen, wird nicht so einfach";"https://www.sr-mediathek.de/index.php?seite=7&id=20038&pnr=&tbl=pf";"Isabelle Tentrupp";29M 52S;2021-04-01
"151";"Mittag";"AstraZenaca gebremst und nun? / Was wurde da überhaupt beschlossen? / George Floyd: Fairer Prozess für Derek Chauvin? / Corona in Indien";"https://www.sr-mediathek.de/index.php?seite=7&id=20027&pnr=&tbl=pf";"Katrin Aue";30M 32S;2021-03-31
"152";"Mittag";"Föderalismus-Debatte wieder in vollem Gang / Neue Impfstoff-Werke für Deutschland / Testpflicht bei Mallorca-Reisen / Start Beteiligungskampagne CDU-Wahlprogramm / Nach fast einer Woche: Freie Fahrt auf dem Suez-Kanal";"https://www.sr-mediathek.de/index.php?seite=7&id=20012&pnr=&tbl=pf";"Peter Weitzmann";30M 11S;2021-03-30
"153";"Mittag";"Kanzlerin bei Anne Will und Co. / ""Impf-Mekka"" Serbien? - 22.000 Menschen in drei Tagen / ""Ever Given"" im Suezkanal freigelegt / EU-Syrienkonferenz: Aktuelle Lage in Syrien / Militär in Myanmar ""jenseits aller Vernunft""";"https://www.sr-mediathek.de/index.php?seite=7&id=19992&pnr=&tbl=pf";"Katrin Aue";30M 0S;2021-03-29
"154";"Mittag";"Altenheime: Alles durchgeimpft und nun? / Wo bleibt das versprochene Ende der Zeitumstellung? / IdW mit Denise Feldner und Maximilian Mayer von der Initiative NoCovid";"https://www.sr-mediathek.de/index.php?seite=7&id=19975&pnr=&tbl=pf";"Peter Weitzmann";30M 6S;2021-03-27
"155";"Mittag";"Kritik an ""Modellregion Saarland"" hält an / Stichwort: Testpflicht bei Einreise aus dem Ausland / Saarländer Cem Özbek erhält Bundesverdienstkreuz / Sorge vor mehr Gewalt in Afghanistan";"https://www.sr-mediathek.de/index.php?seite=7&id=19960&pnr=&tbl=pf";"Florian Mayer";30M 20S;2021-03-26
"156";"Mittag";"Saarland-Modellregion - Öffnungen nach Ostern? / Schnelltests an Saar-Schulen - Wie läuft's? / Regierungserklärung Merkel zu Corona und EU-Gipfel / Verbot von Auslandsreisen? / Suezkanal weiter blockiert";"https://www.sr-mediathek.de/index.php?seite=7&id=19940&pnr=&tbl=pf";"Katrin Aue";30M 13S;2021-03-25
"157";"Mittag";"Bund und Länder kippen Osterruhe? / Kabinett beschließt Haushalt und Nachtragshaushalt / Brasilien - Erstmals mehr als 3000 Corona-Tote pro Tag / KSK-Zwischenbericht / Polizeiliche Kriminalitätsstatistik";"https://www.sr-mediathek.de/index.php?seite=7&id=19916&pnr=&tbl=pf";"Stephan Deppen";30M 1S;2021-03-24
"158";"Mittag";"Bund-Länder-Beschlüsse / Erzbistum Köln äußert sich zum Missbrauchsgutachten / Schon wieder Wahl in Israel / Nato-Tagung in Brüssel / Pressekonferenz Saarstahl";"https://www.sr-mediathek.de/index.php?seite=7&id=19904&pnr=&tbl=pf";"Katrin Aue";29M 56S;2021-03-23
"159";"Mittag";"Bund-Länder-Gespräche / Spanien: droht nach Ostern die vierte Welle? / Überraschender Todesfall: MdB Strenz nach Kubareise verstorben / Treffen der EU-Außenminister zu Türkei, China, Myanmar";"https://www.sr-mediathek.de/index.php?seite=7&id=19886&pnr=&tbl=pf";"Stephan Deppen";29M 23S;2021-03-22
"160";"Mittag";"Lockdown oder Lockern - Diskussionen vor Bund-Länder-Treffen / Türkei tritt aus internationaler Frauenschutz-Vereinbarung aus. Frauenrechtlerinnen rufen zu Protesten im ganzen Land auf / Nach wochenlangen kleineren Erdbeben - Kleiner Vulkanausbruch in Island / Interview der Woche mit Hubertus Heil, Bundesarbeitsminister";"https://www.sr-mediathek.de/index.php?seite=7&id=19871&pnr=&tbl=pf";"Yvonne Schleinhege";30M 12S;2021-03-20
"161";"Mittag";"Was ist eigentlich mit Sputnik V? Hoffnungsträger russischerImpfstoff/Sonntagsfrage - Die Union landet unter 30 Prozent/ Auch ich knie auf den Strassen Myanmars: Die Rolle der Religion im Widerstand.";"https://www.sr-mediathek.de/index.php?seite=7&id=19855&pnr=&tbl=pf";"Thomas Shihabi";30M 1S;2021-03-19
"162";"Mittag";"Corona-Lage im Gastgewerbe (PK Dehoga etc)/Masken-Verteil-Aktion: teuer und umstritten/Opfer der eigenen Corona-Politik? - Tansanias Präsident stirbt mit 61/Neuer Versuch: Missbrauchsstudie katholische Kirche.";"https://www.sr-mediathek.de/index.php?seite=7&id=19842&pnr=&tbl=pf";"Isabell Tentrupp";30M 48S;2021-03-18
"163";"Mittag";"Impfstrategie und Co: Gesundheitsausschuss tagt / Pirmasens muss wieder dicht machen / Hoffnung und hohe Hürden: EU stellt Pläne für Impfpass vor / Krypto-Geld-Falle -  Wie perfide Gauner Anleger hereinlegen";"https://www.sr-mediathek.de/index.php?seite=7&id=19830&pnr=&tbl=pf";"Katrin Aue";30M 9S;2021-03-17
"164";"Mittag";" AstraZeneca ausgesetzt, Impfgipfel verschoben / Klimabilanz 2020 vorgestellt / Wasser-Bürgerversammlung SVOLT";"https://www.sr-mediathek.de/index.php?seite=7&id=19806&pnr=&tbl=pf";"Karin Mayer";30M 14S;2021-03-16
"165";"Mittag";"Ergebnisse und Reaktionen Rheinland-Pfalz / Ergebnisse und Reaktionen Baden-Württemberg / Berliner Reaktionen auf Landtagswahlen / Corona-Lage Deutschland und Impstoffkürzungen / Blutiges Wochenende in Myanmar";"https://www.sr-mediathek.de/index.php?seite=7&id=19789&pnr=&tbl=pf";"Katrin Aue";30M 3S;2021-03-15
"166";"Mittag";"Unionsfrist zu Maskengeschäften abgelaufen / Stimmung vor den Landtagswahlen in Rheinland-Pfalz und Baden-WürttembergWas sagen die Wahlforscher?";"https://www.sr-mediathek.de/index.php?seite=7&id=19776&pnr=&tbl=pf";"Peter Weitzmann";29M 59S;2021-03-13
"167";"Mittag";"Coronaimpfungen in Arztpraxen wohl ab Mitte April / Pflegepersonal in Dauerkrise / Corona-Situation saarländische Pflegeheime / Strafrechtliche Aspekte der Masken-Affäre";"https://www.sr-mediathek.de/index.php?seite=7&id=19753&pnr=&tbl=pf";"Katrin Aue";29M 56S;2021-03-12
"168";"Mittag";"Handel darf öffnen - Kundenmeinungen und Kommentar / Vielfältige Fehltritte von Abgeordneten der Union / Transparency und die Lobby-Regeln in den Ländern / Gedenkfeier Fukushima";"https://www.sr-mediathek.de/index.php?seite=7&id=19734&pnr=&tbl=pf";"Katrin Aue";30M 0S;2021-03-11
"169";"Mittag";"Bidens erste Krise - Kritik an der US-mexikanischen Grenzsituation  / Corona-Abschlagszahlungen gestoppt / Sicherheitslücke in Lern-App ""Anton"" / Gewalt in französischen Vorstädten / Fünf Jahre Null-Zinsen der EZB";"https://www.sr-mediathek.de/index.php?seite=7&id=19718&pnr=&tbl=pf";"Isabelle Tentrup";30M 19S;2021-03-10
"170";"Mittag";"Ab April sollen Hausärzte impfen / Druck auf Laschet nach Masken-Affäre / Italien überschreitet Grenze von 100.000 Toten / Myanmar: Jetzt rücken die Greiftrupps an / Rassismusdebatte nach Meghan/Harry-Interview";"https://www.sr-mediathek.de/index.php?seite=7&id=19703&pnr=&tbl=pf";"Stephan Deppen";30M 5S;2021-03-09
"171";"Mittag";"Maskenaffäre in der Union / Explosionen in größter Stadt Äquatorial-Guineas <U+0096> Zahlreiche Tote und Verletzte / Meghan und Harry werfen Königshaus Rassismus vor - Erste Reaktionen";"https://www.sr-mediathek.de/index.php?seite=7&id=19689&pnr=&tbl=pf";"Thomas Shihabi";29M 54S;2021-03-08
"172";"Mittag";"Bund und Länder streiten um Test-Beschaffung / Zum Rückzug Georg Nüssleins / Popup-Radwege / Interview der Woche mit Prof. Dirk Schmidt, Uni Trier, zur Politik in China";"https://www.sr-mediathek.de/index.php?seite=7&id=19670&pnr=&tbl=pf";"Thomas Shihabi";29M 32S;2021-03-06
"173";"Mittag";"Deutschlandtrend - Die Unzufriedenheit wächst und kostet Stimmen / Interview mit Politikwissenschaftler Dirk van den Boom / Blutige Tage in Myanmar / Zwischen Terror, Vertreibung und Aussöhnung - Die Christen des Irak";"https://www.sr-mediathek.de/index.php?seite=7&id=19655&pnr=&tbl=pf";"Yvonne Schleinhege";30M 7S;2021-03-05
"174";"Mittag";"Lockdown mit Lockerungen / Bundestag debattiert über epidemische Lage / Corona-Beschlüsse regional / EMA prüft russischen Impfstoff Sputnik V / China: Mit dem neuen Fünf-Jahres-Plan in die Zukunft";"https://www.sr-mediathek.de/index.php?seite=7&id=19636&pnr=&tbl=pf";"Yvonne Schleinhege";29M 55S;2021-03-04
"175";"Mittag";"Verfassungsschutz stuft AfD als Verdachtsfall ein / Ein Jahr Corona im Saarland / Das Lobby-Register kommt / Friedrich Merz will wieder in den Bundestag - Kommentar / EVP und Fidesz gehen getrennte Wege";"https://www.sr-mediathek.de/index.php?seite=7&id=19620&pnr=&tbl=pf";"Stephan Deppen";29M 49S;2021-03-03
"176";"Mittag";"Neues Testzentrum an der Grenze / Corona- Warmup vor den Berliner Beratungen / Arbeitsmarktzahlen Februar / Heuschrecken-Plage in Kenia <U+0096> Farmer schlagen zurück / Interview Gesine Schwan zur Lage des Rechtsstaats in Polen";"https://www.sr-mediathek.de/index.php?seite=7&id=19609&pnr=&tbl=pf";"Florian Mayer";30M 6S;2021-03-02
"177";"Mittag";"Locker in die dritte Welle - Oder: 70 ist die neue 30 / Lothringer Unternehmer mit Geschäft in Kleinblittersdorf am Rande der Verzweiflung / Myanmar: nach Protesten viele Demonstranten erschossen / 70 Jahre Saarland-Versicherung";"https://www.sr-mediathek.de/index.php?seite=7&id=19592&pnr=&tbl=pf";"Karin Mayer";29M 58S;2021-03-01
"178";"Mittag";"Neue Linken-Spitze gewählt / Anhörung zur Notzulassung Johnson&Johnson / Khashoggi-Mord: US-Regierung beschuldigt saudischen Kronprinz";"https://www.sr-mediathek.de/index.php?seite=7&id=19575&pnr=&tbl=pf";"Peter Weitzmann";30M 12S;2021-02-27
"179";"Mittag";"EU auf dem Weg zu mehr Steuertransparenz zwischen den Mitgliedsstaaten / Söder und Merkel warnen vor zu schnellen Öffnungen / Die Linke: Rückblick auf den ""Hass""-Parteitag 2012";"https://www.sr-mediathek.de/index.php?seite=7&id=19565&pnr=&tbl=pf";"Peter Weitzmann";29M 54S;2021-02-26
"180";"Mittag";"PCR-Tests für alle nicht-beruflichen Fahrten - Frankreich verschärft Einreiseregeln nach Moselle / Großrazzia im Berliner Islamistenmilieu / Stummes Leid: Millionen Menschen in Syrien dringend auf Nothilfe angewiesen";"https://www.sr-mediathek.de/index.php?seite=7&id=19544&pnr=&tbl=pf";"Katrin Aue";29M 48S;2021-02-25
"181";"Mittag";"von Tests und Verantwortlichkeiten / Impfzentren suchen Personal / Bundestag verlängert Afghanistan-Mandat / Viele Defizite: Anhörung zur Stürmung des Kapitols / Haft für Abu Walaa / Jahrestag Auto-Attentat in Volkmarsen";"https://www.sr-mediathek.de/index.php?seite=7&id=19534&pnr=&tbl=pf";"Katrin Aue";30M 1S;2021-02-24
"182";"Mittag";"Diskussion über Corona-Schnelltests und Impfpriorisierung / Wohnraumgipfel / Polen: Wie geht's weiter nach Abtreibungsurteil? / ""Haftprüfung"" für Guantanamo-Insasse, Leibwächter von Osama bin Laden";"https://www.sr-mediathek.de/index.php?seite=7&id=19515&pnr=&tbl=pf";"Stephan Deppen";29M 55S;2021-02-23
"183";"Mittag";"Grundschullehrer und Erzieher früher impfen?Gesundheitsminister*innen beraten / Heute startet Werbeverbot für Lidl & Co/ Myanmar - Ein Land im Streik / Proteste in Spanien wegen Inhaftierung des Rappers Pablo Hasél";"https://www.sr-mediathek.de/index.php?seite=7&id=19501&pnr=&tbl=pf";"Katrin Aue";30M 14S;2021-02-22
"184";"Mittag";"Gemeinsame Probleme gemeinsam angehen - Bilanz der Münchener Sicherheitskonferenz / Mit Biden schwieriger als mit Trump? / Nawalny - Haftstrafe für Regimegegner bestätigt /  Ludwigspark-Streit beendet / Interview der Woche mit Hadija Haruna-Oelker";"https://www.sr-mediathek.de/index.php?seite=7&id=19483&pnr=&tbl=pf";"Katrin Aue";30M 1S;2021-02-20
"185";"Mittag";"ein Jahr Hanau - Wie geht die Stadt, wie gehen die Hinterbliebenen damit um / Monis Roast - Gesundheitsausschuss zu Impfterminen, AstraZeneca etc. / Sicher gelandet - NASA Marssonde fängt mit der Arbeit an";"https://www.sr-mediathek.de/index.php?seite=7&id=19465&pnr=&tbl=pf";"Katrin Aue";29M 43S;2021-02-19
"186";"Mittag";"Corona-Medikament an Uni-Klinik Homburg / Schadensbegrenzung: Spahn wirbt für AstraZeneca / In Afghanistan herrscht weiterhin die Angst / Kurz vorm Touchdown: Die NASA Marssonde soll heute landen";"https://www.sr-mediathek.de/index.php?seite=7&id=19447&pnr=&tbl=pf";"Peter Weitzmann";30M 2S;2021-02-18
"187";"Mittag";"Spahn-PK zu Schnelltests/Selbsttests / Israel: viele Impfungen, viele Neuinfektionen / NATO-Treffen aus Brüsseler Sicht / Belarus: Oppositionsführer Babariko vor Gericht / Illegaler Handel mit todkranken Welpen nimmt zu";"https://www.sr-mediathek.de/index.php?seite=7&id=19435&pnr=&tbl=pf";"Florian Mayer";29M 56S;2021-02-17
"188";"Mittag";"Wirtschaftsgipfel - Altmaier verteidigt seine Politik / Corona-Soli: Die Reichen zur Kasse bitten? / Frankreich stimmt über ""Gesetz zur Stärkung republikanischer Prinzipien"" ab / Luftqualität in Deutschland";"https://www.sr-mediathek.de/index.php?seite=7&id=19421&pnr=&tbl=pf";"Thomas Shihabi";30M 1S;2021-02-16
"189";"Mittag";"Corona- Start in die Lockdown-Verlängerung / Landtag diskutiert Coronalage - Hans für kostenlose Schnelltests vom Bund / Kilometerlange Staus an deutsch-tschechischer Grenze / Beim Widerstand in Myanmar wächst die Angst";"https://www.sr-mediathek.de/index.php?seite=7&id=19406&pnr=&tbl=pf";"Thomas Shihabi";30M 17S;2021-02-15
"190";"Mittag";"Patentschutz aufheben: Der Weg zu mehr Impfstoff? / Kolumbien gibt Venezolanern Aufenthaltsrecht  / IdW mit Dr. Ralf Beil, Generaldirektor des Weltkulturerbes Völklinger Hütte zu seinem ertsen Jahresprogramm, das er in dieser Woche vorgestellt hat";"https://www.sr-mediathek.de/index.php?seite=7&id=19389&pnr=&tbl=pf";"Yvonne Schleinhege";30M 23S;2021-02-13
"191";"Mittag";"Grenzkontrollen zu Tschechien und Österreich / Einigung auf Lieferkettengesetz / Afghanistan: Sorge um die Sicherheit der Bundeswehr";"https://www.sr-mediathek.de/index.php?seite=7&id=19369&pnr=&tbl=pf";"Florian Mayer";26M 23S;2021-02-12
"192";"Mittag";"NDR Recherche - Tote nach Impfung? / Lukaschenko sieht den Westen als Anstifter für Proteste in Belarus / Wahnsinn mit Methode - Das Impeachment-Verfahren gegen Trump";"https://www.sr-mediathek.de/index.php?seite=7&id=19351&pnr=&tbl=pf";"Yvonne Schleinhege";29M 6S;2021-02-11
"193";"Mittag";"Lockdown wird verlängert: vor dem Bund-Länder-Gipfel / Ursula von der Leyen im Europaparlament zu Impf-Fragen / Bauer oder Biene? Insektenschutz in Kabinett / Widerstand in Myanmar wächst / Proteste gegen Mediensteuer in Polen";"https://www.sr-mediathek.de/index.php?seite=7&id=19340&pnr=&tbl=pf";"Isabelle Tentrup";29M 54S;2021-02-10
"194";"Mittag";"Wirtschaft fordert Öffnungsperspektive / FDP stellt bundesweiten Exit-Stufenplan vor / EU will Recht auf Reparatur und mehr Recycling / Drohung und Versprechen: Lage in Myanmar";"https://www.sr-mediathek.de/index.php?seite=7&id=19327&pnr=&tbl=pf";"Isabelle Tentrup";29M 49S;2021-02-09
"195";"Mittag";"Vor dem Bund-Länder-Treffen am Mittwoch - Lockern oder nicht?/Österreich macht's vor - Seit heute Lockerung des Lockdowns / Mönche gegen Militär - Proteste gegen Armeeputz in Myanmar weiten sich aus";"https://www.sr-mediathek.de/index.php?seite=7&id=19313&pnr=&tbl=pf";"Karin Mayer";29M 59S;2021-02-08
"196";"Mittag";"BKA warnt vor zunehmenden Anfeindungen durch Corona-Leugner / Widerstand wächst nach Militärputsch in Myanmar / Biden: Trump soll keine Geheimdienstbriefings bekommen";"https://www.sr-mediathek.de/index.php?seite=7&id=19295&pnr=&tbl=pf";"Peter Weitzmann";30M 6S;2021-02-06
"197";"Mittag";"Einigung beim Lieferkettengesetz? / Diplomacy is back - Bidens erster außenpolitischer Auftritt / Sanktionen auf dem Weg? EU-Außenbeauftragter in Moskau nach Nawalny-Urteil";"https://www.sr-mediathek.de/index.php?seite=7&id=19273&pnr=&tbl=pf";"Yvonne Schleinhege";29M 44S;2021-02-05
"198";"Mittag";"Ethikkommission gibt Empfehlungen zur ""Lockerung"" für Geimpfte / Koalitionsausschuss zu Einmalzahlungen und Steuerhilfen / Woher kommt die hohe Inzidenz im Saarland und warum kann's der Nachbar besser?";"https://www.sr-mediathek.de/index.php?seite=7&id=19252&pnr=&tbl=pf";"Katrin Aue";29M 58S;2021-02-04
"199";"Mittag";"Reaktion auf Nawalny-Urteil / Nach Militärputsch: Rohingya haben Angst vor Rückkehr / Jeff Bezos hört bei Amazon auf / Corona-Hilfe: Bundeswehr startet heute nach Portugal / Corona-Schnelltests in saarländischen Apotheken";"https://www.sr-mediathek.de/index.php?seite=7&id=19240&pnr=&tbl=pf";"Karin Mayer";29M 41S;2021-02-03
"200";"Mittag";"Corona-Folge: Immer mehr Wohnungslose in Völklingen / London: Nordirland setzt Zollkontrollen wegen wachsender Spannungen teilweise aus / Verfahren gegen Kreml-Kritiker Nawalny - Dutzende Festnahmen vor Gerichtsgebäude";"https://www.sr-mediathek.de/index.php?seite=7&id=19228&pnr=&tbl=pf";"Katrin Aue";30M 6S;2021-02-02
"201";"Mittag";"Militärputsch in Myanmar / Die Länder und die Rückkehr zum Präsenzunterricht / Bundeswehr hilft in Portugal aus / Weg zum Frieden? - Wahlen  für Libyen / Saarwirtschaft zieht Brexitbilanz";"https://www.sr-mediathek.de/index.php?seite=7&id=19212&pnr=&tbl=pf";"Katrin Aue";30M 6S;2021-02-01
"202";"Mittag";"EU nimmt Nordirland von Exportkontrollen aus / Fico soll neue Regierung in Italien möglich machen / IdW mit Thomas Kleist, Intendant des SR";"https://www.sr-mediathek.de/index.php?seite=7&id=19199&pnr=&tbl=pf";"Peter Weitzmann";30M 13S;2021-01-30
"203";"Mittag";"Corona-Lage in Deutschland und Impfgipfel am Montag / Arbeitsmarkt: Wieder mehr Arbeitslose im Saarland / Scheuer im Maut U-Ausschuss uneinsichtig / Astrazenca: Von der Leyen besteht auf klaren Lieferzusagen";"https://www.sr-mediathek.de/index.php?seite=7&id=19183&pnr=&tbl=pf";"Katrin Aue";30M 11S;2021-01-29
"204";"Mittag";"Urteil im Lübcke-Mordprozess / Reisebeschränkungen & Impfgipfel  / Biontech/Pfizer und Moderna wirken auch gegen Mutationen / Showdown: Scheuer vor Maut-U-Ausschuss / Proteste in Polen wegen Abtreibungsverbot";"https://www.sr-mediathek.de/index.php?seite=7&id=19169&pnr=&tbl=pf";"Katrin Aue";30M 6S;2021-01-28
"205";"Mittag";"Holocaust-Gedenktag im Bundestag / AstraZeneca spielt den Ball zurück: EU hat zu spät bestellt / Sanofi will Biontech-Impfstoff produzieren / Trump-Impeachment wird unwahrscheinlicher";"https://www.sr-mediathek.de/index.php?seite=7&id=19155&pnr=&tbl=pf";"Stephan Deppen";29M 45S;2021-01-27
"206";"Mittag";"Friseure schlagen Alarm im zweiten Lockdown / AstraZeneca in der Kritik / Corona-Proteste in den Niederlanden / Regierungskrise in Italien / Das Ende der Wall Street";"https://www.sr-mediathek.de/index.php?seite=7&id=19136&pnr=&tbl=pf";"Peter Weitzmann";30M 7S;2021-01-26
"207";"Mittag";"Neue Corona-Regeln im Saarland und in Frankreich / EU erhöht Druck auf Impfhersteller / Krawalle in den Niederlanden nach Ausgangssperre / EU-Außenminister beraten über Nawalny und mögliche Sanktionen";"https://www.sr-mediathek.de/index.php?seite=7&id=19122&pnr=&tbl=pf";"Stephan Deppen";30M 14S;2021-01-25
"208";"Mittag";"AstraZeneca kündigt Lieferengpässe an / Indien: Apotheke der Welt arbeitet auf Hochtouren / Uwe Conradt zu Bestimmungen Grenzgänger / Bidens Ethik - Der neue Präsident will keine Skandale / Interview der Woche mit Svenja Böttger, Festivalleiterin und Geschäftsführerin des Filmfestivals Max Ophüls Preis";"https://www.sr-mediathek.de/index.php?seite=7&id=19105&pnr=&tbl=pf";"Thomas Shihabi";30M 0S;2021-01-23
"209";"Mittag";"Leichte Entspannung - Die Corona-Lage im Lockdown / Corona-Maßnahmen werden zunehmend als Belastung empfunden / Auszählungsergebnis CDU-Parteivorsitz - Machtkampf jetzt entschieden? / Prozess gegen KSK-Soldat vor LG Leipzig";"https://www.sr-mediathek.de/index.php?seite=7&id=19086&pnr=&tbl=pf";"Karin Mayer";30M 8S;2021-01-22
"210";"Mittag";"Corona-PK Angela Merkel / Porträt Erzieherin - ""Wir arbeiten als gäb's keine Pandemie und keinen Lockdown"" / Biden ist im Amt / Grubenunglück in China";"https://www.sr-mediathek.de/index.php?seite=7&id=19060&pnr=&tbl=pf";"Janek Böffel";30M 0S;2021-01-21
"211";"Mittag";"Nach der Bund-Länder-Schalte / Stichwort Homeoffice: Was heißt das nun? / Ergebnisse der Anti-Körper-Studie im Saarland / Party vs. Militärstaat - Die Stimmung vor der Inauguration";"https://www.sr-mediathek.de/index.php?seite=7&id=19048&pnr=&tbl=pf";"Peter Weitzmann";30M 2S;2021-01-20
"212";"Mittag";"Die Erwartungen der Wirtschaft an den Gipfel / Der Fall Nawalny polarisiert in Russland / Epik wird die neue Heimat für das rechte US-Netzwerk Parler. Wer ist das?";"https://www.sr-mediathek.de/index.php?seite=7&id=19038&pnr=&tbl=pf";"Karin Mayer";30M 7S;2021-01-19
"213";"Mittag";"Corona-Lage weiter angespannt / Sonderregeln für Geimpfte? EU-Europaminister diskutieren über einheitliche ""Impfzertifikate"" / Saarländische Reaktionen auf CDU-Parteitag / Nawalny zurück in Moskau";"https://www.sr-mediathek.de/index.php?seite=7&id=19024&pnr=&tbl=pf";"Yvonne Schleinhege";30M 8S;2021-01-18
"214";"Mittag";"Gasthaus Wachtersch klagt über Bürokratie bei Hilfen / Brasilien - Gesundheitssystem in Manaus kollabiert / IdW mit Hannah Spies, ASta-Vorsitzende";"https://www.sr-mediathek.de/index.php?seite=7&id=19009&pnr=&tbl=pf";"Katrin Aue";29M 23S;2021-01-16
"215";"Mittag";"Bund-Länder-Corona-Beratungen vorziehen /Frankreich: Ausgangssperre nach 18 Uhr, aber Schulen bleiben offen/Urteil imDopingprozess um die ""Operation Aderlass"" verkündet/Neue Hinweise zum Fall Yeboah .";"https://www.sr-mediathek.de/index.php?seite=7&id=18984&pnr=&tbl=pf";"Katrin Aue";29M 19S;2021-01-15
"216";"Mittag";"RKI-Wieler ""Kann noch schlimmer kommen"" / Bundestagsarbeit in Corona-Zeiten / August Wilhelm Scheer zum 80. / Unruhen und Wahlen in Uganda";"https://www.sr-mediathek.de/index.php?seite=7&id=18960&pnr=&tbl=pf";"Florian Mayer";30M 12S;2021-01-14
"217";"Mittag";"Wut und Freude: Reaktionen auf Trumps Sperrungen / Nordkorea: Kim bekräftigt Ausbau von Atomwaffen / Kranhersteller Tadano kündigt 520 Mitarbeitern";"https://www.sr-mediathek.de/index.php?seite=7&id=18951&pnr=&tbl=pf";"Isabelle Tentrup";30M 7S;2021-01-13
"218";"Mittag";"Ski und Rodel gut auf Saarlands Straßen / Corona-Impfpflicht für ausgewählte Berufsgruppen / Digitaler Kampf um Meinungsführerschaft USA / U-Ausschuss Wirecard tagt ab 16.00 Uhr";"https://www.sr-mediathek.de/index.php?seite=7&id=18936&pnr=&tbl=pf";"Yvonne Schleinhege";29M 59S;2021-01-12
"219";"Mittag";"Präsenzunterricht für Abiturienten - wie läuft's? / Appell von internationalen Wasserversorgern an EU / China lässt WHO-Experten einreisen";"https://www.sr-mediathek.de/index.php?seite=7&id=18923&pnr=&tbl=pf";"Peter Weitzmann";30M 21S;2021-01-11
"220";"Mittag";"CDU-Parteivorsitz - Zweite Kandidatenrunde - Wie haben sich die drei Kandidaten geschlagen? / Demokraten bereiten Impeachment-Verfahren gegen Noch-Präsident Trump vor / IdW mit Hans Lauer, Bauernverband";"https://www.sr-mediathek.de/index.php?seite=7&id=18908&pnr=&tbl=pf";"Yvonne Schleinhege";30M 12S;2021-01-09
"221";"Mittag";"Landtags-Sondersitzung / Corona: Einzelhandel sauer / Homeoffice als Rechtsanspruch? / USA: Tag 2 nach der Erstürmung - Warnsignal auch für Deutschland?";"https://www.sr-mediathek.de/index.php?seite=7&id=18889&pnr=&tbl=pf";"Isabelle Tentrup";30M 0S;2021-01-08
