"";"Format";"Themen";"Links";"Autor";"Laenge";"Datum"
"11";"Mittag";"Schiffskollision vor HelgolandMehrere Menschen vermisst / Bahnhöfe. Brücken. Kindergärten. Kläranlagen. Ein Überblick der Zerstörung / Das Pflegedesaster - Die Pflegebedürftigen im Heim.";"https://www.sr-mediathek.de/index.php?seite=7&id=32701&pnr=&tbl=pf";"Peter Weitzmann";29M 40S;2023-10-24
"12";"Mittag";"Israel/Gaza - aktuelle Lage / EU-Außenministertreffen in Luxemburg  / Vorstufe zur Gründung einer neuen Partei? - Bündnis Sarah Wagenknecht / Das Pflegedesaster - Pflegebedürtige zu Hause / Parlamentswahlen in der Schweiz";"https://www.sr-mediathek.de/index.php?seite=7&id=32685&pnr=&tbl=pf";"Peter Weitzmann";29M 59S;2023-10-23
"13";"Mittag";"Gaza-Israel-Update: Zwei Geiseln freigelassen / Geburtshilfe in SHG-Klinik Merzig wird wohl geschlossen / Sturmflut und Hochwasser im Norden un das Interview der Woche mit Josef Schuster, Zentralrat der Juden";"https://www.sr-mediathek.de/index.php?seite=7&id=32671&pnr=&tbl=pf";"Katrin Aue";30M 9S;2023-10-21
"14";"Mittag";"Aktuelle Lage Israel / Biden kündigt neue Milliardenhilfen für Israel und Ukraine an / Ergebniss des EU-Innenministertreffens / Stahl-Aktionstag im Saarland";"https://www.sr-mediathek.de/index.php?seite=7&id=32657&pnr=&tbl=pf";"Katrin Aue";30M 2S;2023-10-20
"15";"Mittag";"Regierungserklärung Scholz zu Nahost und EU-Gipfel / Aktuelle Lage in Nahost / Berlin: Zweite Krawallnacht in Folge / Interview Volker Rachold, Meeresforscher";"https://www.sr-mediathek.de/index.php?seite=7&id=32635&pnr=&tbl=pf";"Peter Weitzmann";30M 0S;2023-10-19
"16";"Mittag";"Nach Krankenhaus-Beschuss in GazaLage in Israel/Gaza / BerlinAusschreitungen bei pro-palästinensischen Demonstrationen / SHG-Klinikum Merzig vor großen Umstrukturierungen.";"https://www.sr-mediathek.de/index.php?seite=7&id=32623&pnr=&tbl=pf";"Katrin Aue";30M 2S;2023-10-18
"17";"Mittag";"Terror in Brüssel: Mutmaßlicher Täter offenbar neutralisiert / Polen nach der Wahl - Endergebnis liegt vor / Teure KrediteZinskosten für den Bundeshaushalt stark gestiegen / Saarländischer Haushalt verabschiedet.";"https://www.sr-mediathek.de/index.php?seite=7&id=32607&pnr=&tbl=pf";"Isabelle Tentrup";29M 56S;2023-10-17
"18";"Mittag";"Antisemitismus in Deutschland  / Polen nach der Wahl / Hilfe für Erdbebenopfer in Afghanistan";"https://www.sr-mediathek.de/index.php?seite=7&id=32597&pnr=&tbl=pf";"Staphan Deppen";29M 50S;2023-10-16
"19";"Mittag";"Lage in Israel und Gaza / Migrationstreffen im Kanzleramt / Vor der Polen-Wahl / Interview der Woche mit Michael Hüther, Institut der deutschen Wirtschaft Köln";"https://www.sr-mediathek.de/index.php?seite=7&id=32582&pnr=&tbl=pf";"Peter Weitzmann";30M 1S;2023-10-14
"20";"Mittag";"Lage in Israel / Gaza / Migrationsdebatte vor dem Treffen im Kanzleramt / 1. Lesung ""Wachstumschancengesetz"" / Recherche zu Mietkosten der Saar-Ministerien / Vor dem Westbalkangipfel: Stimmung im Nordkosovo";"https://www.sr-mediathek.de/index.php?seite=7&id=32566&pnr=&tbl=pf";"Peter Weitzmann";30M 2S;2023-10-13
"21";"Mittag";"Regierungserklärung Scholz zu Israel / Heikler Besuch: Emir von Katar zu Gast in Berlin / Afghanistan: Inter. mit Cordula Wasser, Leiterin der Asienabteilung von Malteser International .";"https://www.sr-mediathek.de/index.php?seite=7&id=32543&pnr=&tbl=pf";"Peter Weitzmann";30M 7S;2023-10-12
"22";"Mittag";"Deutsche Reaktionen zu Israel / Erneutes Erdbeben in Afghanistan / Pistorius stellt Einzelheiten für Litauen-Stationierung vor / Mitbestimmungsmesse in Saarbrücken.";"https://www.sr-mediathek.de/index.php?seite=7&id=32515&pnr=&tbl=pf";"Katrin Aue";29M 38S;2023-10-11
"23";"Mittag";"Todesstrafe: Kein Land richtet mehr Menschen hin als China / Pro-Palästina-Demo in Duisburg / Knapp 7 Jahre Haft: Urteil im Yeboah-Prozess - Angemessen? / Razzia im Umfeld ""Vereinte Patrioten"".";"https://www.sr-mediathek.de/index.php?seite=7&id=32499&pnr=&tbl=pf";"Katrin Aue";29M 56S;2023-10-10
"24";"Mittag";"Fast 7 Jahre Haft - Urteil im Yeboah-Prozess / Lage in Nahost / Solidarität mit Israel in Berlin / Nach der Wahl in Bayern / Koalitionsüberlegungen nach der Wahl in Hessen / Vermisster Mathis tot in der Saar aufgefunden";"https://www.sr-mediathek.de/index.php?seite=7&id=32487&pnr=&tbl=pf";"Katrin Aue";29M 59S;2023-10-09
"25";"Mittag";"Angebot Hessen-Wahl / Hamas greift großflächig Israel an / Steinmeier bei Biden / Interview der Woche mit Petra Pau.";"https://www.sr-mediathek.de/index.php?seite=7&id=32472&pnr=&tbl=pf";"Katrin Aue";29M 33S;2023-10-07
"26";"Mittag";"Stimmung in der Bundespolitik vor den LTW / Nun doch: Biden baut Mauer zu Mexiko / Friedensnobelpreis geht an Narges Mohammadi, INT Gilda Sahebi / 50 Jahre Jom-Kippur-Krieg.";"https://www.sr-mediathek.de/index.php?seite=7&id=32456&pnr=&tbl=pf";"Jochem Marmit";30M 6S;2023-10-06
"27";"Mittag";"Ford vor der Betriebsversammlung / Gipfeltreffen der Europäischen Politischen / Vor der Hessen-Wahl: Bilanz der schwarz-grünen Koalition / Matt Gaetz und das Chaos im Kongress / Millionengeschäft mit der Abnehm-Spritze";"https://www.sr-mediathek.de/index.php?seite=7&id=32434&pnr=&tbl=pf";"Jochen Marmit";30M 1S;2023-10-05
"28";"Mittag";"McCarthy in historischem Votum abgewählt  auch Zukunft der Ukraine-Hilfe unklar / Migrationsdebatte in Deutschland geht weiter / Wie weit ist die Wärmeplanung in den Kommunen des Saarlandes? / Suche nach verschwundenem Jungen in Saarbrücken";"https://www.sr-mediathek.de/index.php?seite=7&id=32421&pnr=&tbl=pf";"Isabelle Tentrup";30M 3S;2023-10-04
"29";"Mittag";"Treffen der EU-Außenminister in der Ukraine / USA-Shutdown abgewendet - Ukraine-Hilfen gestoppt / Nach dem Anschlag in Ankara: Reaktion der Türkei / Wenn der Hausarzt streikt: Mal wieder ein Protesttag im Gesundheitswesen";"https://www.sr-mediathek.de/index.php?seite=7&id=32407&pnr=&tbl=pf";"Florian Mayer";29M 44S;2023-10-02
"30";"Mittag";" Die Zeit läuft ab: Im Haushaltsstreit ist weiter keine Lösung in Sicht /  Liberalismus oder Populismus: Die Slowakei wählt / Nach zweitem Wahlgang Feijóo / Interview der Woche mit Olaf Scholz";"https://www.sr-mediathek.de/index.php?seite=7&id=32392&pnr=&tbl=pf";"Peter Weitzmann";29M 59S;2023-09-30
"31";"Mittag";"Abschluss Aktion Stahlindustrie zu Industriestrom / Der politische Streit um den Industriestrompreis / Versorgung von kranken Kindern - Was will die Landesregierung tun und Schießereien, Tote, Angst: Studentenstadt Uppsala Mittelpunkt von Bandenkrieg";"https://www.sr-mediathek.de/index.php?seite=7&id=32369&pnr=&tbl=pf";"Peter Weitzmann";29M 59S;2023-09-29
"32";"Mittag";"Deutscher Pflegetag /  Berg-Karabach: Regierung beschliesst Selbstauflösung aller Behörden / Reform der EU-Asyl-Politik / Deutsche Wirtschaft schrumpft / China-Strategie der Bundesregierung / SVolt legt Bebauungsplan vor";"https://www.sr-mediathek.de/index.php?seite=7&id=32352&pnr=&tbl=pf";"Isabelle Tentrup";30M 29S;2023-09-28
"33";"Mittag";"Kindergrundsicherung im Kabinett / Bundesweite Razzia und Verbot des Vereins Artgemeinschaft / Klimaklagen von portugiesischen Jugendlichen / Krise in Berg-Karabach / Streik bei den Big Three der US-Autoindustrie";"https://www.sr-mediathek.de/index.php?seite=7&id=32335&pnr=&tbl=pf";"Peter Weitzmann";29M 52S;2023-09-27
"34";"Mittag";"Berg-Karabach: Treibstofflager explodiert, über 200 Verletzte und viele Todesopfer / NetzentgelteWenn Windkraft den Strom teuerer macht /  9. Jahrestag des Verschwindens der 43 StudentenVertuschung statt Aufklärung.";"https://www.sr-mediathek.de/index.php?seite=7&id=32323&pnr=&tbl=pf";"Katrin Aue";29M 57S;2023-09-26
"35";"Mittag";"Baugipfel beim Kanzler - Kein Milliardenkonjunkturpaket sagt Geywitz / Debatte um Grenzkontrollen - Deutschlands Gemeinden am Limit / OB-Stichwahl in Nordhausen - Kein weiteres kommunales Spitzenamt für die AfD";"https://www.sr-mediathek.de/index.php?seite=7&id=32312&pnr=&tbl=pf";"Florian Mayer";29M 58S;2023-09-25
"36";"Mittag";"CSU-Parteitag in München / Werben um Waffenlieferungen: Selenskyjs überraschender Zwischenstopp in Kanada / Bundesweite BildungsprotesteWas wird gefordert? und das Interview der Woche mit mit Grünen-Chefin Ricarda Lang";"https://www.sr-mediathek.de/index.php?seite=7&id=32297&pnr=&tbl=pf";"Isabelle Tentrup";30M 27S;2023-09-23
"37";"Mittag";"Migrations-Antrag der Union im Bundestag / Wasserstoff-Strategie der BuReg im Bundestag / Bröckelt Hilfe? Selenskij zu Gast in Washington und Bergkarabach Thema im Sicherheitsrat";"https://www.sr-mediathek.de/index.php?seite=7&id=32274&pnr=&tbl=pf";"Florian Mayer";30M 5S;2023-09-22
"38";"Mittag";"Mitte-Studie der Friedrich Ebert Stiftung / Kommunen an ihren Grenzen - Steinmeier zu Migration / Bundestag debattiert 1 Jahr Amini / Aktuelle Lage Bergkarabach / Selenskyj und Lawrow umgehen sich bei UN Versammlung";"https://www.sr-mediathek.de/index.php?seite=7&id=32257&pnr=&tbl=pf";"Katrin Aue";29M 15S;2023-09-21
"39";"Mittag";"UN-Generaldebatte / Feuerpause in Berg-Karabach / Keine Baugenehmigungen  Widerstand der Drusen in Israel / Nun also doch: Faeser stellt sich dem Innenausschuss / Landtag - erste Sitzung nach der Sommerpause";"https://www.sr-mediathek.de/index.php?seite=7&id=32243&pnr=&tbl=pf";"Katrin Aue";29M 59S;2023-09-20
"40";"Mittag";"Ramstein-Kontaktgruppe tagt / Gedenkstunde Yeboah in Saarlouis / Alfamobil in Saarbrücken / Stimmungsumschwung in den USA zur Ukraine-Hilfe.";"https://www.sr-mediathek.de/index.php?seite=7&id=32231&pnr=&tbl=pf";"Florian Mayer";30M 10S;2023-09-19
"41";"Mittag";"Diskussion über Migrationspolitik / Lawrow empfängt Chinas Außenminister in Moskau / Debatte über kirchliches Arbeitsrecht / UN-Gipfel zu Nachhaltigen Entwicklungszielen.";"https://www.sr-mediathek.de/index.php?seite=7&id=32217&pnr=&tbl=pf";"Katrin Aue";29M 52S;2023-09-18
"42";"Mittag";"Nach der Flut in Libyen - Sorge vor Infektionskrankheiten / Oskar Lafontaine wird 80 /  Angespannte Ruhe im Iran";"https://www.sr-mediathek.de/index.php?seite=7&id=32203&pnr=&tbl=pf";"Böffel, Janek";30M 2S;2023-09-16
"43";"Mittag";"Ende der Brandmauer in Thüringen? / Faeser will Schutzstatus für Ukraine Flüchtlinge verlängern / Polen fordert weiter Einfuhrverbot für ukrainisches Getreide / Hunderttausende in Libyen in Not";"https://www.sr-mediathek.de/index.php?seite=7&id=32185&pnr=&tbl=pf";"Florian Mayer";29M 57S;2023-09-15
"44";"Mittag";"Lauterbachs Initiative gegen Medikamentenknappheit / Nach dem Erdbeben in Marokko: Tausende traumatisierte Kinder / Biden unter Druck: wie der US-Präsident versucht, Vorwürfe abzuwehren.";"https://www.sr-mediathek.de/index.php?seite=7&id=32155&pnr=&tbl=pf";"Florian Mayer";29M 58S;2023-09-14
"45";"Mittag";"Waffendeals und neue Allianzen?Treffen von Putin mit Kim Jong Un  / Von-der-Leyen-Rede zur Lage der EU /  Marokko: Ein Feldlazarett für Erdbebenopfer / Nach 2:1- Sieg Deutschland gegen FrankreichBundestrainerdebattte.";"https://www.sr-mediathek.de/index.php?seite=7&id=32146&pnr=&tbl=pf";"Peter Weitzmann";30M 0S;2023-09-13
"46";"Mittag";"Erdbeben-Lage in Marokko  / Waldbrände, Überschwemmungen, Hitzewellen: Wie kann die EU die Bürgerinnen und Bürger besser schützen? / Höhlenforscher in Türkei gerettet.";"https://www.sr-mediathek.de/index.php?seite=7&id=32133&pnr=&tbl=pf";"Isabelle Tentrup";29M 55S;2023-09-12
"47";"Mittag";" Zufriedenheit im Kreml-Lager nach Regional- und Kommunalwahlen in Russland / Marinemanöver Northern Coast startet / Außenministerin Baerbock in der Ukraine";"https://www.sr-mediathek.de/index.php?seite=7&id=32116&pnr=&tbl=pf";"Florian Mayer";29M 48S;2023-09-11
"48";"Mittag";"Nach schwerem ErdbebenHunderte Tote und Verletzte in Marokko / Auf den letzten DrückerKongresshalle für DRP fit / IdW mit Ralph Tiesler, Bundesamt für Bevölkerungsschutz und Katastrophenhilfe .";"https://www.sr-mediathek.de/index.php?seite=7&id=32100&pnr=&tbl=pf";"Peter Weitzmann";30M 30S;2023-09-09
"49";"Mittag";"Jetzt aber wirklich  Bundestag soll Heizungsgesetz verabschieden / KI versus Feuer: Brandbekämpfung in Kalifornien setzt auf Künstliche Intelligenz / Ehrenamtspreis für Jüdisches Leben in Deutschland / Unwetter Griechenland.";"https://www.sr-mediathek.de/index.php?seite=7&id=32083&pnr=&tbl=pf";"Stephan Deppen";29M 56S;2023-09-08
"50";"Mittag";"Bundestag Haushaltswoche Etat Wirtschaft / Cum-Ex-Skandal: Union will in Karlsruhe klagen / Sondersitzung bayr. Landtag zu Flugblatt-Affäre und Vor G20-Gipfel: Indien als Stimme des Globalen Südens";"https://www.sr-mediathek.de/index.php?seite=7&id=32065&pnr=&tbl=pf";"Stephan Deppen";30M 11S;2023-09-07
"51";"Mittag";"Generaldebatte im Bundestag zum Haushalt / Corona-Ausschuss / Blinken in Kiew eingetroffen / Drei Monate nach der Staudamm-Katastrophe in der Ukraine / Spanischer Fußballverband setzt auf Neuanfang";"https://www.sr-mediathek.de/index.php?seite=7&id=32053&pnr=&tbl=pf";"Peter Weitzmann";30M 1S;2023-09-06
"52";"Mittag";"Auftakt der Haushaltswoche / Bundesarbeitsminister Heil will Künstliche Intelligenz in Arbeitswelt fördern und gestalten /  Streubomben-Monitor 2023 / Klimagipfel in Nairobi / Auftakt IAA München / Traurige Realität im spanischen Erdbeer-Anbau";"https://www.sr-mediathek.de/index.php?seite=7&id=32037&pnr=&tbl=pf";"Peter Weitzmann";30M 3S;2023-09-05
"53";"Mittag";"Selenskyj entlässt ukrainischen Verteidigungsminister /  Altersheim Senat? USA diskutieren wieder über Altersgrenze für Politiker / Afrikanischer KlimagipfelKenia - Vorreiter mit Schwächen.";"https://www.sr-mediathek.de/index.php?seite=7&id=32023&pnr=&tbl=pf";"Peter Weitzmann";30M 4S;2023-09-04
"54";"Mittag";"Aiwanger hat Fragen beantwortet .Jetzt liegt der Ball bei Söder / Kommentar zum Abaya-Verbot an französischen Schulen / Fall RubialesSportgericht sieht schweres Fehlverhalten";"https://www.sr-mediathek.de/index.php?seite=7&id=32009&pnr=&tbl=pf";"Peter Weitzmann";30M 0S;2023-09-02
"55";"Mittag";"Ukraine-Geflüchtete: Wie klappt die Integration auf dem Arbeitsmarkt? / Rentenreform in Frankreich in Kraft / Papst Franziskus in der Mongolei / IFA beginnt in Berlin.";"https://www.sr-mediathek.de/index.php?seite=7&id=31990&pnr=&tbl=pf";"Peter Weitzmann";29M 58S;2023-09-01
"56";"Mittag";"Mehr als 70 Tote durch Feuer in Johannesburg / Armin König dankt ab - heute Verabschiedung - Portrait / Niger-Sanktionen und Ukraine-Hilfe: EU-Außenminister beraten in Toledo.";"https://www.sr-mediathek.de/index.php?seite=7&id=31971&pnr=&tbl=pf";"Katrin Aue";30M 0S;2023-08-31
"57";"Mittag";"Massive Drohnenangriffe in der Nacht auf Russland / Militär verkündet Machtübernahme in Gabun / Waldbrände in Kanada: Haus in Schutt und Asche - wie weiter? / Rubiales Skandal  Spanien hat genug vom Machismus.";"https://www.sr-mediathek.de/index.php?seite=7&id=31959&pnr=&tbl=pf";"Jochem Marmit";30M 1S;2023-08-30
"58";"Mittag";"Kabinettsklausur Meseberg - Auftakt / Was tut der Staat für Bedürftige? / Warum es so viele freie Landarztpraxen im Saarland gibt  und Kreisstädte im Saarland und ihre (un)gelösten Probleme - Saarbrücken";"https://www.sr-mediathek.de/index.php?seite=7&id=31947&pnr=&tbl=pf";"Katrin Aue";30M 3S;2023-08-29
"59";"Mittag";"Messerattacke Karlsbrunn / Söder bestellt Aiwanger zu Sonder-Koalitionsausschuss ein /  Frankreich will Tragen von Abayas in Schulen untersagen.";"https://www.sr-mediathek.de/index.php?seite=7&id=31930&pnr=&tbl=pf";"Katrin Aue";29M 39S;2023-08-28
"60";"Mittag";"Kindergrundsicherung - Scholz will schnelle Einigung / Aiwanger unter Verdacht - Reaktionen von SPD und Grünen / Skandal um Diebstahl aus Sammlung  - Direktor des Britischen Museums tritt zurück / Interview der Woche mit Lantagspräsidentin Heike Becker, SPD";"https://www.sr-mediathek.de/index.php?seite=7&id=31916&pnr=&tbl=pf";"Katrin Aue";30M 6S;2023-08-26
"61";"Mittag";"Deutsche Wirtschaft stagniert / Untreue Vorwürfe Deutsche Parkinson Vereinigung / Nach mutmaßlichem Prigoschin Tod: was wird aus Militärkooperation mit Mali / Trump stellt sich Behörden in Atlanta";"https://www.sr-mediathek.de/index.php?seite=7&id=31899&pnr=&tbl=pf";"Katrin Aue";30M 10S;2023-08-25
"62";"Mittag";"Update Flugzeugabsturz Russland / 1,5 Jahre Krieg gegen Ukraine: Gespräch mit Rebecca Barth / Brics nimmt sechs Länder auf / Habeck-Interview ""Wir versauen es uns selbst""";"https://www.sr-mediathek.de/index.php?seite=7&id=31882&pnr=&tbl=pf";"Peter Weitzmann";29M 59S;2023-08-24
"63";"Mittag";"Reform des Staatsangehörigkeitsrechts / Tierwohlkommission schmeisst hin / Angst und Einschüchterung: Simbabwe wählt";"https://www.sr-mediathek.de/index.php?seite=7&id=31870&pnr=&tbl=pf";"Katrin Aue";30M 17S;2023-08-23
"64";"Mittag";"Expertenrat für Klimafragen und die Klimaziele / Auftakt Brics-Gipfel / Thailändisches Parlament wählt neuen Premierminis / Italien: Schwieriger Ausstieg aus der chinesischen Seidenstraße.";"https://www.sr-mediathek.de/index.php?seite=7&id=31857&pnr=&tbl=pf";"Katrin Aue";30M 2S;2023-08-22
"65";"Mittag";"Hunderte Migranten an saudisch-jemenitischer Grenze getötet?  Ampel: Wie weiter mit der Kindergrundsicherung? / Teneriffa-Waldbrand: Urlauber, die auf Flammen starren";"https://www.sr-mediathek.de/index.php?seite=7&id=31849&pnr=&tbl=pf";"Stephan Deppen";30M 0S;2023-08-21
"66";"Mittag";"Historischer Gipfel - USA, Japan und Südkorea treffen sich / Auflösung des Sacharow-Zentrums / Interview der Woche - Stefan Rauber, neuer Chef der Stahlholding Saar";"https://www.sr-mediathek.de/index.php?seite=7&id=31832&pnr=&tbl=pf";"Kerstin Gallmeyer";29M 57S;2023-08-19
"67";"Mittag";"Rumänien: Die Donau als wichtigster Exportweg für Ukraine-Getreide / Volkswirtschaftl. und gesellschaftl. Kosten von Kinderarmut / Temu App - Schnäppchenparadies oder Ramschhölle? / Waldbrand auf Teneriffa weiter ausgebreitet";"https://www.sr-mediathek.de/index.php?seite=7&id=31818&pnr=&tbl=pf";"Florian Mayer";29M 54S;2023-08-18
"68";"Mittag";"Waffenlieferungen mal anders rum: Deutschland kauft Abwerhsystem von Israel / Kiffen? Yeah! - Pro Cannabis-Legalisierung / Pakistan: Muslimischer Mob zündet Kirchen an";"https://www.sr-mediathek.de/index.php?seite=7&id=31798&pnr=&tbl=pf";"Janek Böffel";30M 3S;2023-08-17
"69";"Mittag";"Cannabis-Teillegalisierung im Kabinett  / Diskussion über Faesers Abschiebungs-Papier / Insel Maui: eine Woche nach Beginn der Brände / El Salvador: 2 Jahre Bitcoin-Experiment.";"https://www.sr-mediathek.de/index.php?seite=7&id=31787&pnr=&tbl=pf";"Lisa Krauser";30M 4S;2023-08-16
"70";"Mittag";"Schulze startet Sahel-Reise / Streit um Strompreise zwischen Nord und Süd / Brände auf Hawaii / 5 Jahre Brückeneinsturz Genua.";"https://www.sr-mediathek.de/index.php?seite=7&id=31772&pnr=&tbl=pf";"Katrin Aue";30M 3S;2023-08-14
"71";"Mittag";"Katastrophe auf Hawaii- erste Bewohner dürfen in Häuser zurück  / US-Justizminister Garland bestimmt Sonderermittler zu Bidens SohnHunter / Interview der Woche mit Nils Minkmar.";"https://www.sr-mediathek.de/index.php?seite=7&id=31758&pnr=&tbl=pf";"Katrin Aue";29M 59S;2023-08-12
"72";"Mittag";"Katastrophenfall für Hawaii ausgerufen / Südafrikas Ex-Präsident Zuma geht nicht wieder ins Gefängnis / Mexikanische Pflegekräfte in Homburg / Vom Studium in die Armut: Chinas Nachwuchs um den Wohlstand gebracht?";"https://www.sr-mediathek.de/index.php?seite=7&id=31744&pnr=&tbl=pf";"Peter Weitzmann";30M 2S;2023-08-11
"73";"Mittag";"Mehr als die Hälfte in der EU weiß nicht welche Infos im Netz vetrauenswürdig sind / Die CO2-Preis-Erhöhung: Eigentlich schon längst da / Klimakatastrophe: Konzerne vor Gericht?";"https://www.sr-mediathek.de/index.php?seite=7&id=31722&pnr=&tbl=pf";"Kerstin Gallmeyer";29M 59S;2023-08-10
"74";"Mittag";"Mordprozess Sembach: Urteil erwartet / Lauterbach macht Werbung fürs E-Rezept / Kritik an Nancy Faesers Abschiebeplänen / Wirtschaftssubventionen der Regierung / China rutscht in die Deflation";"https://www.sr-mediathek.de/index.php?seite=7&id=31709&pnr=&tbl=pf";"Kerstin Gallmeyer";29M 58S;2023-08-09
"75";"Mittag";"Grüne fordern Investitionsagenda / Esken bringt AfD-Verbotsverfahren ins Gespräch / Update Forbach / Russischer Angriff auf die ukrainische Stadt Pokrowsk / Amazonas-Dialog / Waldbrände in Portugal";"https://www.sr-mediathek.de/index.php?seite=7&id=31698&pnr=&tbl=pf";"Peter Weitzmann";30M 0S;2023-08-08
"76";"Mittag";"Nach Ablauf des Ultimatums in Niger / Verfassungsschutzpräsident bleibt bei AfD-Einschätzung / Hochwasser in Slowenien / Ukraine: Porträt eines Kriegsversehrten / Trump-Drohung mit Konsequenzen";"https://www.sr-mediathek.de/index.php?seite=7&id=31687&pnr=&tbl=pf";"Lisa Krauser";30M 13S;2023-08-07
"77";"Mittag";"Kürzungspläne bei Freiwilligendiensten/ Drohnenangriff auf russischen Tanker im Schwarzen Meer / Angebot AfD-Europawahlversammlung/ Vermittlung am Golf?  Die Ukraine-Konferenz in Saudi-Arabien / So schlimm wie nie  Syrien sechs Monate nach dem Erdbeben / Interview der Woche mit Nico Lange (Münchner Sicherheitskonferenz)";"https://www.sr-mediathek.de/index.php?seite=7&id=31672&pnr=&tbl=pf";"SR 2 Kulturradio";30M 2S;2023-08-05
"78";"Mittag";"Weiter Milliarden für ""gute Kitas"" / AfD-Europawahlvesammlung geht weiter / Trump plädiert auf nicht schuldig / Situation in Niger nach dem Militärputsch / Was uns die Fremantle Highway lehrt";"https://www.sr-mediathek.de/index.php?seite=7&id=31654&pnr=&tbl=pf";"Janek Böffel";29M 59S;2023-08-04
"79";"Mittag";"Aktuelle Lage im Niger / Frachter soll in Hafen geschleppt werden / Trump muss vor Gericht erscheinen / Studie zu Umweltbewusstsein / Kritik an Wissings Verkehrsprognose / Flüchtige Straftäter in Saarbrücken";"https://www.sr-mediathek.de/index.php?seite=7&id=31636&pnr=&tbl=pf";"Isabelle Tentrup";31M 26S;2023-08-03
"80";"Mittag";" Mali und Burkina Faso - Militärs halten zusammen / Immer weniger Bewerber bei der Bundeswehr / Fachkräftemangel: Immer noch zu viele bürokratische Hürden für Zuwanderer / Sturm auf's Kapitol - Donald Trump zum dritten Mal angeklagt / Was bringt er mit, was treibt ihn um? - Papst Franziskus kommt zum Weltjugendtag";"https://www.sr-mediathek.de/index.php?seite=7&id=31624&pnr=&tbl=pf";"Florian Mayer";30M 43S;2023-08-02
