"";"Format";"Themen";"Links";"Autor";"Laenge";"Datum"
"17";"Mittag";"Gutachten zum Missbrauch im Erzbistum München / Biden rechnet mit russischem Einmarsch / Staatsanwaltschaft ermittelt gegen Grünen-Vorstand wegen Coronaboni / Der ewige Josef - Kreiswahlliste AFD in Saarbrücken gewählt";"https://www.sr-mediathek.de/index.php?seite=7&id=24029&pnr=&tbl=pf";"Peter Weitzmann";30M 1S;2022-01-20
"18";"Mittag";"Russland-Ukraine-Konflikt - Blinken in der Ukraine / Saar-Landtag debattiert über Frankreich-Strategie / Philipp Krämer von FU Berlin zu Frankreich-Strategie im saarländischen Landtagswahlkampf / Kommentar zur Zukunft von Ford";"https://www.sr-mediathek.de/index.php?seite=7&id=24018&pnr=&tbl=pf";"Peter Weitzmann";29M 51S;2022-01-19
"19";"Mittag";"Schwieriger Besuch - Baerbock bei Lawrow / Diskussion um Nato-Beitritt von Schweden und Finnland / Corona-Lage und Beschlüsse der Gesundheitsminister / Neuer Aufbruch in der Landwirtschaft - Lemke und Özdemir eröffnen Agrarkongress";"https://www.sr-mediathek.de/index.php?seite=7&id=24003&pnr=&tbl=pf";"Peter Weitzmann";30M 0S;2022-01-18
"20";"Mittag";"Baerbock in Kiew / Erneuter Inzidenz-Höchstwert - aktuelle Corona-Lage / Im Saarland bislang 17 Anträge nach mutmaßlichem Covid-Impfschaden / Bei den Australian Open wird Tennis gespielt / Was macht eigentlich <U+0085>.Kamala Harris?";"https://www.sr-mediathek.de/index.php?seite=7&id=23987&pnr=&tbl=pf";"Lisa Krauser";29M 55S;2022-01-17
"21";"Mittag";"DIVI-Leiter spricht erneut von Omikron-Blindflug / Festgesetzt: Djokovic wartet auf Entscheidung über Visum / Im Interview der Woche: Johannes Vogel, parlamentarischer Geschäftsführer der FDP-Bundestagsfraktion";"https://www.sr-mediathek.de/index.php?seite=7&id=23974&pnr=&tbl=pf";"Peter Weitzmann";30M 0S;2022-01-15
"22";"Mittag";"Satz- oder Matchverlust nach Ministerentscheid? - Kein Visum für Djokovic / Bundesrat beschließt Änderungen der Quarantäne-Pflicht / Lindner in der Kritik - Finanzdebatte im Bundestag / Lieferketten durch Corona weiter gestört - Auswirkungen auf Handel im Saarland";"https://www.sr-mediathek.de/index.php?seite=7&id=23959&pnr=&tbl=pf";"Katrin Aue";30M 1S;2022-01-14
"23";"Mittag";"Generaldebatte Klimaschutz / Kritik an EU-Taxonomie wächst / Omikron in den USA - Personalengpässe überall / Corona-Schulstreik in Frankreich";"https://www.sr-mediathek.de/index.php?seite=7&id=23940&pnr=&tbl=pf";"Isabelle Tentrup";30M 12S;2022-01-13
"24";"Mittag";"Zurück zu G9 - Saar-CDU startet mit Knaller in den Wahlkampf / Soldat der Gebirgsjäger verbreitet antisemitische Verschwörungsmythen auf Telegram / Corona - Bundestag verschärft Regeln - AfD beschwert sich";"https://www.sr-mediathek.de/index.php?seite=7&id=23923&pnr=&tbl=pf";"Katrin Aue";30M 13S;2022-01-12
"25";"Mittag";"Neues von der Impfpflicht - Union will ab 50 / US-Reaktionen nach Russland-US-Gesprächen / Afghanistan im freien Fall / UN - In diesem Jahr drohen 97 Prozent unter die Armutsgrenze zu geraten";"https://www.sr-mediathek.de/index.php?seite=7&id=23911&pnr=&tbl=pf";"Isabelle Tentrupp";30M 9S;2022-01-11
"26";"Mittag";"Wie steht es um die Qualität der Corona-Tests? / China vier Wochen vor Olympia: Neue Massentests wegen lokal übertragener Omikron-Fälle / Djokovic gewinnt Prozess, Australian Open weiter unsicher";"https://www.sr-mediathek.de/index.php?seite=7&id=23895&pnr=&tbl=pf";"Isabelle Tentrup";30M 0S;2022-01-10
"27";"Mittag";"Grüne Landesliste steht / Reaktionen auf Corona-Beschlüsse  / Einbürgerungspolitik bei Syrern in der Kritik.";"https://www.sr-mediathek.de/index.php?seite=7&id=23882&pnr=&tbl=pf";"Yvonne Schleinhege";30M 2S;2022-01-08
"28";"Mittag";"Alarmstufe rot - Lage in Kasachstan / Vor dem Bund-Länder-Treffen zu Corona / Hunger und Viehsterben - Dürre in Nordkenia.";"https://www.sr-mediathek.de/index.php?seite=7&id=23866&pnr=&tbl=pf";"Janek Böffel";29M 52S;2022-01-07
"29";"Mittag";"Proteste in Kasachstan: Eskaliert die Lage weiter? / Sorgenkind Inflation: Statistisches Bundesamt  / Debatte über Impfpflicht: Kommt sie, kommt sie nicht?und wie sieht es mit den Impfungen im Saarland aus?";"https://www.sr-mediathek.de/index.php?seite=7&id=23843&pnr=&tbl=pf";"Isabelle Tentrup";30M 3S;2022-01-06
"30";"Mittag";"Union unterstützt zweite Amtszeit für Steinmeier /Corona-Pandemie: Gesundheitsministerkonferenz berät weiteres Vorgehen/ Proteste in Kasachstan eskalieren - Regierung tritt zurück/Vier-Schanzen-Tournee: heute geht es weiter.";"https://www.sr-mediathek.de/index.php?seite=7&id=23831&pnr=&tbl=pf";"Peter Weitzmann";29M 52S;2022-01-05
"31";"Mittag";"Corona: Debatte um Quarantänezeit geht weiter / Wie umgehen mit den Corona-Demos / Arbeitsmarkt Saarland / Grüne wollen Steinmeier als Bundespräsident wiederwählen / Kapstadt: Angeklagter für Parlamentsbrand beteuert Unschuld / Ein Jahr nach Sturm aufs Kapitol: Wer zur Rechenschaft gezogen wird / Ein Monat vor Olympia: Ist China bereit für die Spiele?";"https://www.sr-mediathek.de/index.php?seite=7&id=23819&pnr=&tbl=pf";"Yvonne Schleinhege";29M 38S;2022-01-04
"32";"Mittag";"Das neue Jahr startet mit Omikron / Corona-Cluster in St. Wendel / Erneut große Corona-Demo in Saarbrücken / Streit ums Atomlabel in der EU - Was macht die Ampel? / 20 Jahre Euro - Die Auswirkungen auf die Region und den kleinen Grenzverkehr / Sudan kommt nicht aus der Krise: Ministerpräsident tritt zurück / Brand in Parlamentsgebäude Südafrikas in Kapstadt offenbart Missstände";"https://www.sr-mediathek.de/index.php?seite=7&id=23799&pnr=&tbl=pf";"Janek Böffel";30M 5S;2022-01-03
"33";"Mittag";"Corona-Lage: Drosten vorsichtig optimistisch für 2022 / Neujahrsansprache von Bundeskanzler Scholz / Neujahrsansprache Ministerpräsident Tobias Hans / Pensionärin des Jahres: Angela Merkel / Nach Putin-Biden-Telefonat: Kreml will weiter über Sicherheitsgarantien verhandeln / Ende des US-Kampfeinsatzes im Irak / ""Für Europa und für Frankreich"" Frankreich übernimmt EU Ratspräsidentschaft / Stolpern übers Tigerfell - die Kult-Trophäe aus Dinner for One";"https://www.sr-mediathek.de/index.php?seite=7&id=23786&pnr=&tbl=pf";"Peter Weitzmann";30M 7S;2021-12-31
"34";"Mittag";"Lauterbach - mehr Kontaktbeschränkungen möglich / Wie geht's weiter in den Schulen? / Omikron in Afrika -  die Katastrophe bleibt aus / Lichter aus an Neujahr? Stromkrise im Kosovo";"https://www.sr-mediathek.de/index.php?seite=7&id=23767&pnr=&tbl=pf";"Peter Weitzmann";30M 2S;2021-12-30
"35";"Mittag";"Weltgesundheitsorganisation besorgt über Omikron / Gesundheitsminister Lauterbach befürchtet Omikron-Blindflug / Wie weiter mit dem Atomausstieg? / Die Wahl des Jahres III: Seitenwechsel Grüne+FDP / Koalitionsstreit in Sachen Jugendbeteiligung / Hongkong: prodemokratische Seite ""Stand News"" hört auf / Nach dem Treffen Abbas-Gantz: Erleichterungen angekündigt / 70. Vierschanzen-Tournee startet";"https://www.sr-mediathek.de/index.php?seite=7&id=23757&pnr=&tbl=pf";"Peter Weitzmann";29M 58S;2021-12-29
"36";"Mittag";"Buschmann gegen nationales Impfregister / Omikron in den USA - viele Infektionen, wenig Tests / Gesundheitsministerin Bachmann - Rück- und Ausblick zu Impfstrategie";"https://www.sr-mediathek.de/index.php?seite=7&id=23744&pnr=&tbl=pf";"Peter Weitzmann";30M 2S;2021-12-28
"37";"Mittag";"Ein Jahr Corona-Impfungen im Saarland - Impfzentrum Neunkirchen / Horror-Befristungen für Pflegerinnen und Pfleger in Spanien / Israel will Besiedlung der Golan-Höhen verdoppeln";"https://www.sr-mediathek.de/index.php?seite=7&id=23731&pnr=&tbl=pf";"Peter Weitzmann";30M 5S;2021-12-27
"38";"Mittag";"Corona-Lage aktuell - Zahlen sinken und RKI warnt / Italien - Schärfere Regeln und Rekord bei Corona-Infektionen / Joyeuses Fêtes - Französische Weihnachten mit Omicron / Hongkong - Weitere Tiananmen-Mahnmale an Unis beseitigt";"https://www.sr-mediathek.de/index.php?seite=7&id=23719&pnr=&tbl=pf";"Peter Weitzmann";29M 56S;2021-12-24
"39";"Mittag";"Diskussion über Impfpflicht konkretisiert sich / Zwei UK-Studien halten Omikron für milder / US-Notzulassung für Pfizer-Corona-Pille / Brasilien - der Hunger ist zurück / Libyen-Wahl verschoben - Hintergründe";"https://www.sr-mediathek.de/index.php?seite=7&id=23705&pnr=&tbl=pf";"Yvonne Schleinhege";30M 11S;2021-12-23
"40";"Mittag";"Corona-Lage - Reaktionen auf Beschlüsse / Ethikrat für Ausweitung der gesetzlichen Impfpflicht / Bidens Strategie gegen Omikron - Kostenlose Tests und Hilfen, aber keine weiteren Einschränkungen / Blutige Bilanz - Lage in Myanmar";"https://www.sr-mediathek.de/index.php?seite=7&id=23693&pnr=&tbl=pf";"Katrin Aue";29M 50S;2021-12-22
"41";"Mittag";"Kampf gegen Omikron - Bund-Länder-Schalte / Stand im Konflikt Russland/Ukraine / Zweimal lebenslang wegen Mordes - Urteil im Gregorius-Prozess";"https://www.sr-mediathek.de/index.php?seite=7&id=23680&pnr=&tbl=pf";"Lisa Krauser";29M 5S;2021-12-21
"42";"Mittag";"Fukushima - Tunnelbau für Kühlwasser geht los / Corona-Demos im Saarland / Jahresrückblick / Kanadisches Trauma - Internate für First Nations-Kinder";"https://www.sr-mediathek.de/index.php?seite=7&id=23657&pnr=&tbl=pf";"Lisa Krauser";29M 47S;2021-12-20
"43";"Mittag";"Berlin - Diskussion um ein Impfregister / Merz wird's - und jetzt? - Analyse zur Lage der CDU nach Mitgliederentscheid und das Interview der Woche mit  Multiminister a. D., Peter Altmaier";"https://www.sr-mediathek.de/index.php?seite=7&id=23639&pnr=&tbl=pf";"Yvonne Schleinhege";30M 33S;2021-12-18
"44";"Mittag";"Warten aufs Ergebnis CDU-Mitgliederbefragung / ""Auswilderung"" Altmaier / AfD-Vorstand im Saarland nicht rechtmäßig gewählt / Nach dem EU-Gipfel in Brüssel / Schlechtere Arbeitsverträge bei Schulgebäudereinigung im Saarland";"https://www.sr-mediathek.de/index.php?seite=7&id=23628&pnr=&tbl=pf";"Janek Böffel";29M 58S;2021-12-17
"45";"Mittag";"EU-Gipfel der Staats- und Regierungschefs / Impfstoffmangel - Ministerium um Aufklärung bemüht / Debatte über Nachtragshaushalt im Bundestag / Aufruf zum Generalstreik in Italien";"https://www.sr-mediathek.de/index.php?seite=7&id=23597&pnr=&tbl=pf";"Stephan Deppen";29M 28S;2021-12-16
"46";"Mittag";"Regierungserklärung Scholz / Bertelsmann-Studie - Aufstocker-Familien in Deutschland / Drohender Zerfall? Aktuelle politische Lage in Bosnien";"https://www.sr-mediathek.de/index.php?seite=7&id=23579&pnr=&tbl=pf";"Stephan Deppen";30M 8S;2021-12-15
"47";"Mittag";"Telegram im Visier der Politik / Einigung auf Koalitionsvertrag in NL / Ostspangenkreisel Saarbrücken endlich wieder frei / Regierungskrise Tschechien abgewendet?";"https://www.sr-mediathek.de/index.php?seite=7&id=23555&pnr=&tbl=pf";"Lisa Krauser";29M 56S;2021-12-14
"48";"Mittag";"Lindner und die 60 Milliarden - Nachtragshaushalt im Kabinett / Kinderimpfstofflieferung beginnt / Baerbock setzt erste Akzente - Treffen der EU-Außenminister in Brüssel / Urteil im Cyberbunker-Prozess";"https://www.sr-mediathek.de/index.php?seite=7&id=23542&pnr=&tbl=pf";"Karin Mayer";29M 49S;2021-12-13
"49";"Mittag";"SPD-Parteitag / Scholz in Brüssel - Bericht und Kommentar / Neue Inflationszahlen - Schlechte Nachrichten für Biden / Interview der Woche mit Michael Kulas, Vorsitzender Hausärzte Saar";"https://www.sr-mediathek.de/index.php?seite=7&id=23526&pnr=&tbl=pf";"Lisa Krauser";29M 42S;2021-12-11
"50";"Mittag";"Bundestag und Bundesrat entscheiden über Änderungen im Infektionsschutzgesetz / Neue Corona-Regeln im Saarland / Serie - die Neuen im Kabinett: Volker Wissing / Britische Justiz hebt Auslieferungsverbot für Assange an USA auf";"https://www.sr-mediathek.de/index.php?seite=7&id=23513&pnr=&tbl=pf";"Stephan Deppen";30M 0S;2021-12-10
"51";"Mittag";"Letzter Akt Amtsvergabe - Bundestagsvize / Erwartungen in Europa an die neue Außenministerin / Bundestag aktuell - Corona-Hilfen / Saarland bereitet Kinder- Impfungen vor";"https://www.sr-mediathek.de/index.php?seite=7&id=23489&pnr=&tbl=pf";"Isabelle Tentrup";29M 59S;2021-12-09
"52";"Mittag";"Live zu Wahl und Vereidigung / Europas Sozialdemokraten wittern Morgenluft / Tariftreuegesetz im Landtag / 100 Tage Abzug der US-Truppen aus Afghanistan";"https://www.sr-mediathek.de/index.php?seite=7&id=23475&pnr=&tbl=pf";"Isabelle Tentrup";30M 6S;2021-12-08
"53";"Mittag";"Koalitionsvertrag ist unterschrieben / Keine Saarländer am Kabinettstisch / Bundestag debattiert Infektionsschutzgesetz / Proteste gegen Corona-Maßnahmen / Interview: Konfliktforscher Alexander Leistner, Protestforscher Uni Leipzig / 80. Jahrestag Angriff auf Pearl Harbor / Rohingya-Flüchtlinge klagen gegen Facebook";"https://www.sr-mediathek.de/index.php?seite=7&id=23445&pnr=&tbl=pf";"Katrin Aue";29M 56S;2021-12-07
"54";"Mittag";"SPD gibt Ministerinnen und Minister bekannt / Gespräch mit Hauptstadtkorrespondent Martin Polansky / Gesetzentwurf zur Teilimpfplicht liegt vor / Friedensforschungsinstitut Sipri legt Bericht zu weltweiten Rüstungsverkäufen vor / 2G im Einzelhandel - Gute Maßnahme oder Katastrophe? / Tobias Hans zu Erleichterungen für Geboosterte / Flächenverbrauch im Saarland - Wie gut sind Ausgleichsmaßnahmen? / Erstes Urteil: Vier Jahre Haft für Aung San Suu Kyi";"https://www.sr-mediathek.de/index.php?seite=7&id=23428&pnr=&tbl=pf";"Katrin Aue";30M 1S;2021-12-06
"55";"Mittag";"LIVE zum SPD-Parteitag / Reportage - Einzelhandel im Saarland vor Start von 2G / Papst zu Besuch auf Lesbos / Interview der Woche mit Eugen Roth, DGB";"https://www.sr-mediathek.de/index.php?seite=7&id=23412&pnr=&tbl=pf";"Lisa Krauser";29M 49S;2021-12-04
"56";"Mittag";"Letzte Spahn-Wieler-Pressekonferenz / Kritik an den MPK-Beschlüssen von gestern / Rückblick auf den Großen Zapfenstreich und Regierungsumbildung in Österreich";"https://www.sr-mediathek.de/index.php?seite=7&id=23398&pnr=&tbl=pf";"Stephan Deppen";29M 11S;2021-12-03
"57";"Mittag";"Nächster Versuch - MPK läuft / Ab heute teils 2G+ im Saarland / Nach dem CDU-Triell / EuGH empfiehlt Abweisung der Klagen von Ungarn und Polen / Supreme Court: Abtreibungs-Anhörung / Kurz tritt als ÖVP-Chef zurück / Kommentar zum Rückzug der WTA aus China";"https://www.sr-mediathek.de/index.php?seite=7&id=23381&pnr=&tbl=pf";"Florian Mayer";30M 2S;2021-12-02
"58";"Mittag";"Neue Corona-Maßnahmen? Nach der MPK ist vor der MPK / Vor dem CDU-Triell - Braun, Röttgen und Merz stellen sich vor / Vor einem Jahr - Amoklauf in Trier / Alternativer Nobelpreis - Marthe Wandou";"https://www.sr-mediathek.de/index.php?seite=7&id=23366&pnr=&tbl=pf";"Peter Weitzmann";30M 0S;2021-12-01
"59";"Mittag";"BVerfG - Bundesnotbremse war in Ordnung / Vor der Bund-Länder-Schalte / Corona-Verschärfungen - Wie reagieren Gastro, Einzelhandel, Körpernahe Dienstleistungen? / Arbeitsmarkt regional / Barbados ist Republik";"https://www.sr-mediathek.de/index.php?seite=7&id=23354&pnr=&tbl=pf";"Katrin Aue";30M 5S;2021-11-30
"60";"Mittag";"Verschärfte Corona-Maßnahmen im Saarland angekündigt / Nach dem Drama im Ärmelkanal - Krisentreffen in Calais am Sonntag / Unter maximalem Erfolgsdruck - Atomgespräche mit dem Iran";"https://www.sr-mediathek.de/index.php?seite=7&id=23336&pnr=&tbl=pf";"Karin Mayer";30M 9S;2021-11-29
"61";"Mittag";"Corona-Variante Omicron in Deutschland angekommen? / Koalitionsvertrag - Grün genug für die Grüne Jugend / Abwahl Bürgermeister Rüdiger Schneidewind / Interview der Woche mit dem saarländischen FDP-Politiker Oliver Luksic";"https://www.sr-mediathek.de/index.php?seite=7&id=23323&pnr=&tbl=pf";"Katrin Aue, Janek Böffel";29M 56S;2021-11-27
"62";"Mittag";"Pressekonferenz Wieler/Spahn + DIVI / Neue Corona-Variante in Südafrika / Luftwaffe verlegt bayerische Corona-Patienten / Grünen-Personal für die Ampel / Kommentar - Frauenhaus Völklingen kommt doch / Aufruhr auf der FC Bayern-Hauptversammlung";"https://www.sr-mediathek.de/index.php?seite=7&id=23305&pnr=&tbl=pf";"Karin Mayer";30M 1S;2021-11-26
"63";"Mittag";"100.000 Corona-Tote und Epidemische Lage nationaler Tragweite endet heute - Wie geht's weiter? / Koalitionsvertrag - Jetzt muss die Basis zustimmmen / CDU sucht Chef - Röttgen stellt sich vor / Neuer Interpol-Chef sorgt für ""Ärger""";"https://www.sr-mediathek.de/index.php?seite=7&id=23283&pnr=&tbl=pf";"Katrin Aue";30M 1S;2021-11-25
"64";"Mittag";"Vor fünf Jahren wurde das Friedensabkommen in Kolumbien unterzeichnet / Corona-Treffen im Kanzleramt / Krawalle in den Niederlanden - wer steckt dahinter? / Kommentar zum Saarlandtrend";"https://www.sr-mediathek.de/index.php?seite=7&id=23261&pnr=&tbl=pf";"Isabelle Tentrup";30M 12S;2021-11-24
"65";"Mittag";"Debatte um Impfpflicht und 2G+ / Corona-Impfstoff Johnson und Johnson hat nach sieben Monaten nur noch einen Impfschutz von 13 Prozent / Pfälzischer Bürgermeister wirbt für dubioses Anlagesystem";"https://www.sr-mediathek.de/index.php?seite=7&id=23245&pnr=&tbl=pf";"Janek Böffel";30M 29S;2021-11-23
"66";"Mittag";"PK Jens Spahn - Streit um Impfstoff, Diskussion über Impfpflicht, Bundesländer verschärfen Maßnahmen / Erster Tag Lockdown in Österreich - Wie ist die Lage? / Der Fall Peng Shuai - China startet Videoinitiative";"https://www.sr-mediathek.de/index.php?seite=7&id=23232&pnr=&tbl=pf";"Peter Weitzmann";30M 12S;2021-11-22
"67";"Mittag";"Rekord-Inzidenz - Ampel-Politiker gegen allgemeine Impfpflicht / Handbremse für die Impfkampagne? - Kritik an Spahns Biontech-Deckelung / ""Notwehr"" kam durch - Freispruch für Todesschützen von Kenosha";"https://www.sr-mediathek.de/index.php?seite=7&id=23216&pnr=&tbl=pf";"Yvonne Schleinhege";30M 8S;2021-11-20
"68";"Mittag";"Spahn und Wieler zur Corona-Lage / Bundesrat billigt Infektionsschutzgesetz / Tobias Hans zu Kritik an Ampel-Vorgehen - dazu ein Kommentar von Thomas Gerber / Oskar Lafontaine zieht sich aus der Politik zurück";"https://www.sr-mediathek.de/index.php?seite=7&id=23202&pnr=&tbl=pf";"Lisa Krauser";29M 48S;2021-11-19
"69";"Mittag";"Epidemische Lage im Bundestag / Booster-Chaos - Verbände schlagen Alarm / Immer noch kein Landesentwicklungsplan / Memorial droht das Aus / 25 Jahre T-Aktie";"https://www.sr-mediathek.de/index.php?seite=7&id=23180&pnr=&tbl=pf";"Peter Weitzmann";30M 0S;2021-11-18
"70";"Mittag";"Corona-Debatte aktuell - Boostern, 3G/2G etc. / Lange Schlangen, großer Andrang beim Impfen / Umfrage unter Pflegekräften beim Warnstreik Uniklinik / Ca. 900 Menschen schlafen in Lagerhalle an polnischer Grenze";"https://www.sr-mediathek.de/index.php?seite=7&id=23165&pnr=&tbl=pf";"Katrin Aue";29M 59S;2021-11-17
"71";"Mittag";"3G am Arbeitsplatz - wie geht das? / Biden und Xi haben video-geschaltet / 100 Jahre National Rifle Association / Streik an der Uni-Klinik Homburg";"https://www.sr-mediathek.de/index.php?seite=7&id=23150&pnr=&tbl=pf";"Yvonne Schleinhege";29M 55S;2021-11-16
"72";"Mittag";"Geplante Corona-Verschärfungen auf Beschränkungen / EU-Außenminister-Treffen / Irak will Flüchtlinge von Belarus ausfliegen / Bulgariens Wahlsieger / 60. Jahrestag Contergan";"https://www.sr-mediathek.de/index.php?seite=7&id=23132&pnr=&tbl=pf";"Peter Weitzmann";30M 1S;2021-11-15
"73";"Mittag";"CDU-Vorsitz - Merz will antreten, Brinkhaus verzichtet /  Rissland zu Frage nach weiterem Lockdown / Interview der Woche mit Julia Klöckner, CDU";"https://www.sr-mediathek.de/index.php?seite=7&id=23120&pnr=&tbl=pf";"Florian Mayer";30M 0S;2021-11-13
"74";"Mittag";"Es wird wieder ernst - Spahn & Co zur Pandemielage / Landesparteitage von CDU und SPD im Saarland / Matthias Maurer auf ISS angekommen";"https://www.sr-mediathek.de/index.php?seite=7&id=23103&pnr=&tbl=pf";"Stephan Deppen";29M 54S;2021-11-12
