"";"Format";"Themen";"Links";"Autor";"Laenge";"Datum"
"11";"Mittag";"Aktueller Stand zum Streik der Gewerkschaft der Lokführer / Umstrittenes Mediengesetz in Polen verabschiedet / Taliban weisen Berichte über Gräueltaten zurück – doch die Bevölkerung ist in Angst";"https://dev2.sr-mediathek.sr-multimedia.de/index.php?seite=7&id=21845&pnr=&tbl=pf";"Stephan Deppen";"00:30:01";"12.08.2021"
"12";"Mittag";"Ab 11. Oktober keine Gratis-Tests mehr / Nach der Ministerpräsidentenkonferenz / Vier Wochen nach der Flutkatastrophe: Beispiel Hagen / Bahnstreik angelaufen - alle Räder stehen still...? ";"https://dev2.sr-mediathek.sr-multimedia.de/index.php?seite=7&id=21834&pnr=&tbl=pf";"Lisa Krauser";"00:29:55";"11.08.2021"
"13";"Mittag";"Vor der Corona-MPK: Ausgangslage / Abstimmung über Lokführer-Streik / Regierungsbildung in Sachsen-Anhalt abgeschlossen / Karliczek testet Quantenkommunikationsverbindung / Afghanistan - Verbleibende Ortskräfte verzweifeln";"https://dev2.sr-mediathek.sr-multimedia.de/index.php?seite=7&id=21823&pnr=&tbl=pf";"Stephan Deppen";"00:29:38";"10.08.2021"
"14";"Mittag";"Entwicklung in Afghanistan / Weltklimarat mit aktuellem Bericht / Corona-Bestimmungen Frankreich / Brände in der Türkei";"https://dev2.sr-mediathek.sr-multimedia.de/index.php?seite=7&id=21810&pnr=&tbl=pf";"Karin Mayer";"00:29:55";"09.08.2021"
"15";"Mittag";"Brandgeschehen in der Türkei / Brände in Griechenland / Wegen Rekordzahlen - USA fliegen Migranten aus Zentralamerika nach Mexiko aus / Olympia aktuell / Interview der Woche";"https://dev2.sr-mediathek.sr-multimedia.de/index.php?seite=7&id=21798&pnr=&tbl=pf";"Peter Weitzmann";"00:30:02";"07.08.2021"
"16";"Mittag";"Waldbrände / Biden und die E-Autos / Deutschland spendet Impfdosen / Olympia";"https://dev2.sr-mediathek.sr-multimedia.de/index.php?seite=7&id=21781&pnr=&tbl=pf";"Peter Weitzmann";"00:29:25";"06.08.2021"
"17";"Mittag";"Entscheidung des BVerfG zum Rundfunkbeitrag / Ergebnisse der Studie ""Wirtschaftsschutz und Cybercrime"" / Waldbrände in Griechenland / Amtseinführung Ebrahim Raisi - Präsident Iran";"https://dev2.sr-mediathek.sr-multimedia.de/index.php?seite=7&id=21760&pnr=&tbl=pf";"Peter Weitzmann";"00:30:01";"05.08.2021"
"18";"Mittag";"Kabinett zu Hilfen für Firmen in Hochwassergebieten / Waldbrände in Athen zusehends außer Kontrolle / Kein Durchblick bei Steuertricks von Miethaien / Schweres Zugunglück in Tschechien";"https://dev2.sr-mediathek.sr-multimedia.de/index.php?seite=7&id=21748&pnr=&tbl=pf";"Yvonne Schleinhege";"00:29:55";"04.08.2021"
"19";"Mittag";"Dutzende Leichen in Grenzfluss zum Sudan entdeckt / Impflage - Interview Staatssekretär Kolling / 6000 Dosen Astrazeneca für die Tonne / Scholz und Laschet gemeinsam im Flutgebiet";"https://dev2.sr-mediathek.sr-multimedia.de/index.php?seite=7&id=21736&pnr=&tbl=pf";"Janek Böffel";"00:30:01";"03.08.2021"
"20";"Mittag";"Gesundheitsminister-Schalte zu Impfungen / Fazit - Erster Tag Testpflicht an der Grenze / Deutsche Fregatte startet Richtung Indopazifik / 20 Jahre G8 / Waldbrände wüten in der Türkei / Olympia Zusammenfassung";"https://dev2.sr-mediathek.sr-multimedia.de/index.php?seite=7&id=21721&pnr=&tbl=pf";"Karin Mayer";"00:29:55";"02.08.2021"
"21";"Mittag";"Weiter Debatte über Testpflicht / New York: ""Katastrophen-Notfall"" wegen Waffen / Erftstadt/Büttner - Einwohner fordern Auskunft über Rückkehr ihre Häuser";"https://dev2.sr-mediathek.sr-multimedia.de/index.php?seite=7&id=21687&pnr=&tbl=pf";"Janek Böffel";"00:30:01";"30.07.2021"
"22";"Mittag";"Zwei Wochen danach: Landwirt aus Prüm berichtet von der Flutnacht und will den Hof aufgeben / Nach Explosion im Chemiepark - Brandermittler nehmen Arbeit auf / Arbeitsmarkt -  Fokus auf Ausbildung";"https://dev2.sr-mediathek.sr-multimedia.de/index.php?seite=7&id=21668&pnr=&tbl=pf";"Janek Böffel";"00:29:44";"29.07.2021"
"23";"Mittag";"Schnelle Änderung der Einreiseregeln schon zum 1. August? / 70 Jahre Flüchtlingskonvention - Int. mit Chris Melzer, UNHCR / 6. Januar - Tränen, Angst und Zorn im Untersuchungsausschuss / Rassismus-Skandal im deutschen Radsport";"https://dev2.sr-mediathek.sr-multimedia.de/index.php?seite=7&id=21659&pnr=&tbl=pf";"Katrin Aue";"00:30:01";"28.07.2021"
"24";"Mittag";"Explosion auf Chemie-Gelände in Leverkusen / Plant Spahn schärfere Einreiseregeln? / Sturm aufs Kapitol – Untersuchungsausschuss nimmt Arbeit auf / Erstes Gold für Deutschland: Slalom-Kanutin Funk gewinnt ";"https://dev2.sr-mediathek.sr-multimedia.de/index.php?seite=7&id=21647&pnr=&tbl=pf";"Katrin Aue";"00:30:02";"27.07.2021"
"25";"Mittag";"Pro und Contra: Regeln nur für Ungeimpfte? / Sitzung Innenausschuss zum Katastrophenmanagement / Hubertus Heil im Saarland / EU will besseren Schutz der Außengrenzen";"https://dev2.sr-mediathek.sr-multimedia.de/index.php?seite=7&id=21633&pnr=&tbl=pf";"Peter Weitzmann";"00:29:24";"26.07.2021"
"26";"Mittag";"Neue Regenfälle erwartet Lage in den Hochwassergebieten spitzt sich zu / Olympia 2020 / Sommerinterview: Thomas Lutze, die Linke, Annegret Kramp-Karrenbauer, CDU, Markus Tressel, Die Grünen";"https://dev2.sr-mediathek.sr-multimedia.de/index.php?seite=7&id=21618&pnr=&tbl=pf";"Peter Weitzmann";"00:30:07";"24.07.2021"
"27";"Mittag";"Olympische Spiele in Tokio / G20 Umweltministertreffen in Neapel  / Hochwasser - Psycholgische Erste Hilfe in den Krisengebieten";"https://dev2.sr-mediathek.sr-multimedia.de/index.php?seite=7&id=21602&pnr=&tbl=pf";"Florian Mayer";"00:30:02";"23.07.2021"
"28";"Mittag";"North-Stream-2-Einigung / Aufräumen in Ahrweiler / Treffen der G20 Umwelt- und Klimaminister in Neapel / Zehn Jahre Utoya / Olympia Auftakt für Fußballer / Comeback der Autoaktie?";"https://dev2.sr-mediathek.sr-multimedia.de/index.php?seite=7&id=21577&pnr=&tbl=pf";"Katrin Aue";"00:29:46";"22.07.2021"
"29";"Mittag";"Hochwasserentschädigung - Diskussion in Berlin / Hochwasser und Schäden in China / Corona: neue Einreiseregeln / BVerfG: Mündliche Verhandlung: Was darf die Bundeskanzlerin sagen? / Olympia 2032 nach Brisbane";"https://dev2.sr-mediathek.sr-multimedia.de/index.php?seite=7&id=21564&pnr=&tbl=pf";"Katrin Aue";"00:29:47";"21.07.2021"
"30";"Mittag";"Katastrophenschutz-Debatte geht weiter / Nothilfe Rheinland-Pfalz vom Nürburgring aus / Nationaler Trauertag in Belgien / Neue Brände an der US-Westküste / Wallfahrt nach Mekka unter Corona-Bedingungen";"https://dev2.sr-mediathek.sr-multimedia.de/index.php?seite=7&id=21553&pnr=&tbl=pf";"Florian Mayer";"00:30:02";"20.07.2021"
"31";"Mittag";"Hochwasser auch in Bayern / Hat der Katastrophenschutz seinen Job nicht gemacht? / Lage im Landkreis Ahrweiler / Pegasus-Projekt: Ungarn scheint zugegriffen zu haben / Neue Proteste in Kuba unterdrückt";"https://dev2.sr-mediathek.sr-multimedia.de/index.php?seite=7&id=21531&pnr=&tbl=pf";"Florian Mayer";"00:30:08";"19.07.2021"
"32";"Mittag";"Hochwasserlage Rheinland-Pfalz  und in NRW / Wie geht es weiter bei saarländischen Grünen? Erster Coronafall im olympischen Athletendorf und das Interview der Woche mit IdW mit Josefine Ortleb, SPD und Markus Uhl, CDU";"https://dev2.sr-mediathek.sr-multimedia.de/index.php?seite=7&id=21515&pnr=&tbl=pf";"Kathrin Aue";"00:30:09";"17.07.2021"
"33";"Mittag";"Hochwasser-Lage in Trier, Eifelkreis / Lage im Département Moselle und in Luxemburg / Hochwasser-Lage in NRW / Saar-Reaktionen auf das EU-Klimapaket  / EuGH-Urteil zu polnischen Richtern";"https://dev2.sr-mediathek.sr-multimedia.de/index.php?seite=7&id=21495&pnr=&tbl=pf";"Florian Mayer";"00:30:06";"16.07.2021"
"34";"Mittag";"Hochwasser-Lage in Trier, Eifelkreis / Lage im Département Moselle und in Luxemburg / Saar-Reaktionen auf das EU-Klimapaket / Vor Merkels Staatsbesuch in den USA / Nordstream II / EuGH-Urteil zu polnischen Richtern ";"https://dev2.sr-mediathek.sr-multimedia.de/index.php?seite=7&id=21466&pnr=&tbl=pf";"Isabelle Tentrup";"00:29:55";"15.07.2021"
"35";"Mittag";"Gefährdete Bundestagswahl durch Cyberangriffe? / Vor Seeon: Zoff zwischen CSU und Laschet / Kommentar zur Lage der Saar-Grünen / Proteste in Kuba: erster Tote, Verschwundene, Verhaftungen / Immer mehr Plünderungen in Südafrika";"https://dev2.sr-mediathek.sr-multimedia.de/index.php?seite=7&id=21448&pnr=&tbl=pf";"Isabelle Tentrup";"00:29:54";"14.07.2021"
"36";"Mittag";"Euro 2021- Italien feiert / Neue Diskussion über Corona-Lockerungen / Proteste für mehr Freiheit in Kuba / Schwieriger Bersuch: Ukraines Präsident in Berlin / Rehlinger stellt Straßenbau-Programm vor";"https://dev2.sr-mediathek.sr-multimedia.de/index.php?seite=7&id=21402&pnr=&tbl=pf";"Karin Mayer";"00:30:14";"12.07.2021"
"37";"Mittag";"Bundeswahlausschuss lässt 43 von 87 Kleinparteien /Bangladesch: Unglück enthüllt Kinderarbeit/Nachruf Esther Bejarano/IdW mit Karl-Josef Laumann, NRW-Gesundheitsminister.";"https://dev2.sr-mediathek.sr-multimedia.de/index.php?seite=7&id=21384&pnr=&tbl=pf";"Lisa Krauser";"00:29:53";"10.07.2021"
"38";"Mittag";"Lockern oder nicht lockern? neue Diskussion / PIMS - Corona-Folgeerkrankung / Ergebnisse des Stahlgipfels / Absichtserklärung zur Nordsaarlandstraße / Olympische Spiele in Tokio ohne Zuschauer";"https://dev2.sr-mediathek.sr-multimedia.de/index.php?seite=7&id=21370&pnr=&tbl=pf";"Lisa Krauser";"00:29:54";"09.07.2021"
"39";"Mittag";"Maas, Asselborn und Le Drian in Schengen / Kommentar - Ist Druck auf die Stiko legitim? / Peter de Vries noch in Lebensgefahr / Olympische Spiele ohne Zuschauer?";"https://dev2.sr-mediathek.sr-multimedia.de/index.php?seite=7&id=21349&pnr=&tbl=pf";"Florian Mayer";"00:30:02";"08.07.2021"
"40";"Mittag";"Schüsse auf niederländischen Kriminalreporter / Deutschland übernimmt EU-Ausbildungsmission in Mali / Jahresbericht zum Stand der deutschen Einheit / Die Pflege im Heim wird immer teurer / Nach dem EM-Halbfinale - Spanien weint";"https://dev2.sr-mediathek.sr-multimedia.de/index.php?seite=7&id=21339&pnr=&tbl=pf";"Katrin Aue";"00:30:00";"07.07.2021"
"41";"Mittag";"Zukunftskommission Landwirtschaft übergibt Abschlussbericht / Reisebeschränkungen für Delta-Gebiete gelockert / Misstrauen überwinden - Westbalkan-Gipfel / Prozessauftakt gegen ehemaligen FPÖ-Chef und Vizekanzler HC Strache";"https://dev2.sr-mediathek.sr-multimedia.de/index.php?seite=7&id=21325&pnr=&tbl=pf";"Katrin Aue";"00:29:43";"06.07.2021"
"42";"Mittag";"Lage Grüne Saarland / Radwege - Kommunen übernehmen für LfS / BSI zu Hackerangriff auf deutsche Unternehmen / Umstrittenes Gesetz - Zerreißprobe für israelische Regierung / Verfassungskonvent in Chile wählt indigene Vorsitzende";"https://dev2.sr-mediathek.sr-multimedia.de/index.php?seite=7&id=21308&pnr=&tbl=pf";"Karin Mayer";"00:29:49";"05.07.2021"
"43";"Mittag";"Neue Stiko-Empfehlung - Kritik der Hausärzte  / Auf sich gestellt - afghanische Ortskräfte der Bundeswehr / Die EURO und die Menschenrechte in Aserbaidschan / Interview der Woche - Markus Blume, CSU-Generalsekretär";"https://dev2.sr-mediathek.sr-multimedia.de/index.php?seite=7&id=21294&pnr=&tbl=pf";"Florian Mayer";"00:30:01";"03.07.2021"
"44";"Mittag";"Corona aktuell - Kein Herbst-Lockdown? / Kitas wieder im Regelbetrieb / Deutschlandtrend - Scholz und die K-Frage / Wachsen in der Krise – Dachgärten in Flüchtlingslagern im Libanon";"https://dev2.sr-mediathek.sr-multimedia.de/index.php?seite=7&id=21276&pnr=&tbl=pf";"Florian Mayer";"00:30:12";"02.07.2021"
"45";"Mittag";"Pressekonferenz Spahn und Seehofer zu Corona-Einreise / Outsourcing bei Dillinger Hütte abgewendet / Unspektakulärer Abgang - Ende des Afghanistan-Einsatzes / Steinmeier trifft Reuven Rivlin / Türkei verlässt Instanbul-Konvention";"https://dev2.sr-mediathek.sr-multimedia.de/index.php?seite=7&id=21244&pnr=&tbl=pf";"Florian Mayer";"00:30:03";"01.07.2021"
"46";"Mittag";"Was vom Home-Office übrig bleibt / Halt auf freier Strecke - Die Bundesnotbremse / 20 Jahre BW-Einsatz in Afghanistan - War es das wert? / AKK nach UN-Talk - Mali braucht klare Ziele / Steinmeier reist nach Israel";"https://dev2.sr-mediathek.sr-multimedia.de/index.php?seite=7&id=21223&pnr=&tbl=pf";"Isabelle Tentrup";"00:30:11";"30.06.2021"
"47";"Mittag";"Delta-Variante - Die Sorge um die vierte Welle / AOK-Studie zu Pflegeheimen in der Pandemie / Äthiopien kündigt Waffenruhe in Tigray-Provinz an / Eine Nation im Schockzustand - Frankreich scheidet bei EM aus";"https://dev2.sr-mediathek.sr-multimedia.de/index.php?seite=7&id=21213&pnr=&tbl=pf";"Isabelle Tentrup";"00:30:02";"29.06.2021"
"48";"Mittag";"Interview: Prof. Baasner zu Regionalwahlen Frankreich / Chile: Viele Corona-Fälle trotz erfolgreicher Impfungen / 100 Jahre kommunistische Partei - Jubelwoche in China";"https://dev2.sr-mediathek.sr-multimedia.de/index.php?seite=7&id=21198&pnr=&tbl=pf";"Lisa Krauser";"00:29:30";"28.06.2021"
"49";"Mittag";"Nach der Messerattacke in Würzburg / Lange Haftstrafe für Mörder von George Floyd / Kommentar zur EU-Agrarreform / Tour de France geht los! 1. Etappe in der Bretagne / Interview mit Hans Werner Sander, Sparkasse";"https://dev2.sr-mediathek.sr-multimedia.de/index.php?seite=7&id=21181&pnr=&tbl=pf";"Lisa Krauser";"00:30:00";"26.06.2021"
"50";"Mittag";"Chaos bei den Grünen geht weiter / Impfen und Delta: PK Spahn und Wieler / Bundesrat: Ganztagsbetreuung gescheitert  / Tornado in Tschechien - update";"https://dev2.sr-mediathek.sr-multimedia.de/index.php?seite=7&id=21168&pnr=&tbl=pf";"Katrin Aue";"00:30:02";"25.06.2021"
"51";"Mittag";"Merkels letzte Regierungserklärung / Spendenskandal - Berliner Staatsanwaltschaft vor Ermittlungen gegen AfD-Chef Meuthen / Pushbacks statt Schutz - Kroatische Polizei schiebt Babys, Schwangere und Kinder mit Behinderung ab";"https://dev2.sr-mediathek.sr-multimedia.de/index.php?seite=7&id=21147&pnr=&tbl=pf";"Katrin Aue";"00:30:05";"24.06.2021"
"52";"Mittag";"2. Libyen-Konferenz: Worum geht's? / Noch mehr Schulden - Nachtrag Bundeshaushalt im Kabinett / Letzte Regierungsbefragung Merkel / Hongkongs Zeitung Apple Daily schließt / Antarktis - 60 Jahre nach Antarktis-Vertrag ";"https://dev2.sr-mediathek.sr-multimedia.de/index.php?seite=7&id=21136&pnr=&tbl=pf";"Isabelle Tentrup";"00:30:14";"23.06.2021"
"53";"Mittag";"Koalition einigt sich auf Klimapaket / Australien und Deutschland vereinbaren Wasserstoffhandel / Erste Reaktionen zu Wirecard / Lüftungsgeräte in Schulen -. Jeder macht es anders / Taliban vor Mazar-i-Scharif";"https://dev2.sr-mediathek.sr-multimedia.de/index.php?seite=7&id=21122&pnr=&tbl=pf";"Katrin Aue";"00:30:05";"22.06.2021"
"54";"Mittag";"Paukenschlag bei den Grünen / EU-Außenminister bringen neue Belarus-Sanktionen auf den Weg / CDU/CSU-Klausur zum Wahlprogramm / Misstrauensvotum im schwedischen Reichstag / Brasilien - Mehr als eine halbe Million Corona-Tote";"https://dev2.sr-mediathek.sr-multimedia.de/index.php?seite=7&id=21106&pnr=&tbl=pf";"Katrin Aue";"00:30:02";"21.06.2021"
"55";"Mittag";"Regionalwahlen in Frankreich / Weiter so mit Status Quo: CDU wählt BTW-Liste / Wahlen im Iran / Bericht zum Parteitag ""Die Linke""";"https://dev2.sr-mediathek.sr-multimedia.de/index.php?seite=7&id=21089&pnr=&tbl=pf";"Lisa Krauser";"00:29:49";"19.06.2021"
"56";"Mittag";"Corona aktuell - Sorge vor Ausbreitung der Delta-Variante / Ausblick Linken-Parteitag am Wochenende / Yair Lapid bringt einen neuen Ton in Israels Regierung / Wahl im Iran";"https://dev2.sr-mediathek.sr-multimedia.de/index.php?seite=7&id=21075&pnr=&tbl=pf";"Karin Mayer";"00:30:18";"18.06.2021"
"57";"Mittag";"Curevac Impfstoff weniger wirksam als gedacht / Russische Reaktionen auf Putin/Biden / Konstruktive Gespräche zwischen Biden und Putin? Reaktionen aus den USA / Dänemark nach dem Schock - heute gegen Belgien";"https://dev2.sr-mediathek.sr-multimedia.de/index.php?seite=7&id=21052&pnr=&tbl=pf";"Stephan Deppen";"00:29:38";"17.06.2021"
"58";"Mittag";"Gipfeltreffen von Biden und Putin / Landtag mit Regierungserklärung Hans / Gesundheitsminister - Zukunft der Impfzentren / Die Krankheit ist unter uns - Tuberkulose-Gefahr durch Covid19 noch größer ";"https://dev2.sr-mediathek.sr-multimedia.de/index.php?seite=7&id=21030&pnr=&tbl=pf";"Isabelle Tentrup";"00:30:13";"16.06.2021"
"59";"Mittag";"EU/USA-Gipfel in Brüssel / Chinas Führung weist Erklärungen der G7 und der Nato scharf zurück / Scheer sucht händeringend Fachkräfte / Verfassungsschutzbericht / Deutschlands Premiere bei der EM";"https://dev2.sr-mediathek.sr-multimedia.de/index.php?seite=7&id=21016&pnr=&tbl=pf";"Stephan Deppen";"00:29:57";"15.06.2021"
"60";"Mittag";"Ohne Netanjahu - Israel hat neue Regierung / Abschlusskommentar zum G7-Gipfel / Systemgegner Russland und China – Die NATO bestimmt ihre Position neu / Weiterspielen oder nicht? - Kommentar zur Eriksen-Entscheidung bei der EM";"https://dev2.sr-mediathek.sr-multimedia.de/index.php?seite=7&id=21000&pnr=&tbl=pf";"Stephan Deppen";"00:30:00";"14.06.2021"
"61";"Mittag";"Grünen-Bundesparteitag / G7-Gipfel / Putin im US-Fernsehen / Interview der Woche mit Anke Rehlinger, SPD-Landeschefin im Saarland";"https://dev2.sr-mediathek.sr-multimedia.de/index.php?seite=7&id=20987&pnr=&tbl=pf";"Peter Weitzmann";"00:29:29";"12.06.2021"
"62";"Mittag";"Änderung Transparenzregeln Bundestag / Hätte, hätte Lieferkette: Jetzt kommt das Gesetz doch / Am anderen Ende der Lieferkette: Bangladesh / Chinas ""Neue Seidenstraße"" bringt Image ins Schlingern";"https://dev2.sr-mediathek.sr-multimedia.de/index.php?seite=7&id=20973&pnr=&tbl=pf";"Peter Weitzmann";"00:30:08";"11.06.2021"
"63";"Mittag";"Ministerrat beschließt Lockerungen / Digitaler Impfpass wird am Mittag vorgestellt / KSK-Abschlussbericht: Fehlkultur im ganzen Laden / Vor dem EU-USA-Gipfel: Hohe Erwartungen an Biden";"https://dev2.sr-mediathek.sr-multimedia.de/index.php?seite=7&id=20951&pnr=&tbl=pf";"Isabel Tentrup";"00:29:09";"10.06.2021"
"64";"Mittag";"Impfzertifikat - EU-Parlament macht Weg frei / Jeff Bezos und Co. zahlen keine Steuern / Neue Saarbrücker Kulturdezernentin Sabine Dengel gewählt / Bilanz Kamala Harris in Mexiko und Guatemala";"https://dev2.sr-mediathek.sr-multimedia.de/index.php?seite=7&id=20931&pnr=&tbl=pf";"Peter Weitzmann";"00:29:55";"09.06.2021"
"65";"Mittag";"Umweltministerin stellt nationale Wasserstrategie vor / Maskenstreit - Opposition will Sonderermittler / Impfstart in Betrieben / Spektakulärer Schlag: Weltweite Großrazzia gegen das organisierte Verbrechen";"https://dev2.sr-mediathek.sr-multimedia.de/index.php?seite=7&id=20920&pnr=&tbl=pf";"Florian Mayer";"00:30:00";"08.06.2021"
"66";"Mittag";"Reaktionen auf die Sachsen-Anhalt-Wahl / Saar-Linke wählen Lutze an die Spitze der Landesliste / Aufhebung der Impfpriorisierung / MH17 - Prozess zum mutmaßlichen Abschuss des Flugzeuges / DFB U21 ist Europameister ";"https://dev2.sr-mediathek.sr-multimedia.de/index.php?seite=7&id=20911&pnr=&tbl=pf";"Peter Weitzmann";"00:30:00";"07.06.2021"
"67";"Mittag";"Peru – Wahl der Extreme: Rechtspopulistin gegen Sozialist / Facebook verlängert Trump-Sperre / Nach Fund von Massengrab indigener Kinder - UN-Experten fordern Aufklärung von Kanada und der katholischen Kirche";"https://dev2.sr-mediathek.sr-multimedia.de/index.php?seite=7&id=20890&pnr=&tbl=pf";"Peter Weitzmann";"00:30:03";"05.06.2021"
"68";"Mittag";"Debatte um CO2-Preise / Landtagswahlen in Sachsen-Anhalt: Warum Meuthen und Chrupalla nach Magdeburg schauen / Einreise nach Frankreich – für EU-Bürger ab 9. Juni kein PCR-Test mehr nötig";"https://dev2.sr-mediathek.sr-multimedia.de/index.php?seite=7&id=20874&pnr=&tbl=pf";"Katrin Aue";"00:30:01";"04.06.2021"
"69";"Mittag";"Pflegereform im Kabinett / Vor den Landtagswahlen in Sachsen-Anhalt: Fassen die Grünen im Osten Fuß? / US-Präsident Biden am Ort des Massakers von Tulsa - für mehr Wohlstand für Schwarze";"https://dev2.sr-mediathek.sr-multimedia.de/index.php?seite=7&id=20855&pnr=&tbl=pf";"Katrin Aue";"00:28:51";"02.06.2021"
"70";"Mittag";"Spahn und Wieler zur Corona-Lage in Deutschland / Gegen Missbrauch von EU-Geldern: Start der Europäischen Staatsanwaltschaft / ""Sie werden uns töten“ – Ortskräfte der Bundeswehr fürchten den Abzug";"https://dev2.sr-mediathek.sr-multimedia.de/index.php?seite=7&id=20835&pnr=&tbl=pf";"Katrin Aue";"00:29:54";"01.06.2021"
"71";"Mittag";"Kritik an Corona-Test-Betrug - Beratungen über Kontrollen / Bundesfinanzhof - Zwei Urteile zur Rentenbesteuerung / Bombendrohung auf Ryanair-Maschine / Die gestrandeten Kinder von Ceuta";"https://dev2.sr-mediathek.sr-multimedia.de/index.php?seite=7&id=20823&pnr=&tbl=pf";"Peter Weitzmann";"00:30:05";"31.05.2021"
"72";"Mittag";" Abrechnungsbetrug in Testzentren: Ermittlungen eingeleitet /  Proteste in Kolumbien nehmen kein Ende / Interview der Woche mit Robert Habeck";"https://dev2.sr-mediathek.sr-multimedia.de/index.php?seite=7&id=20805&pnr=&tbl=pf";"Katrin Aue";"00:30:02";"29.05.2021"
"73";"Mittag";"Gute Nachrichten aus dem Saarland - Neues von der ""Wasserstoff-Front"" / Steinmeier strebt zweite Amtszeit an / Testzentren - Chaotisches Geschäft, hohe Gewinne";"https://dev2.sr-mediathek.sr-multimedia.de/index.php?seite=7&id=20789&pnr=&tbl=pf";"Peter Weitzmann";"00:30:01";"28.05.2021"
"74";"Mittag";"Vor dem Impfgipfel / Nur der Anfang von Sanktionen gegen Lukaschenko? EU-Außenminister beraten / Prozess gegen australischen Blogger in China / Nordlink-Stromleitung wird eröffnet";"https://dev2.sr-mediathek.sr-multimedia.de/index.php?seite=7&id=20766&pnr=&tbl=pf";"Katrin Aue";"00:30:07";"27.05.2021"
"75";"Mittag";"Lukaschenko äußert sich zur Verhaftung Protasewitsch / Festnahmen nach Seilbahnunglück in Italien / 50er-Inzidenz und Debatte über Kinder-Impfungen / Syrische Geflüchtete wählen im Libanon";"https://dev2.sr-mediathek.sr-multimedia.de/index.php?seite=7&id=20753&pnr=&tbl=pf";"Peter Weitzmann";"00:30:01";"26.05.2021"
